"CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Telephone Number","Provider SSA County Code","County/Parish","Urban","Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Chain Name","Chain ID","Number of Facilities in Chain","Chain Average Overall 5-star Rating","Chain Average Health Inspection Rating","Chain Average Staffing Rating","Chain Average QM Rating","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Nursing Case-Mix Index","Nursing Case-Mix Index Ratio","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2/3 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2/3 Number of Complaint Health Deficiencies","Rating Cycle 2/3 Health Deficiency Score","Rating Cycle 2/3 Number of Health Revisits","Rating Cycle 2/3 Health Revisit Score","Rating Cycle 2/3 Total Health Score","Total Weighted Health Survey Score","Number of Facility Reported Incidents","Number of Substantiated Complaints","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties","Location","Latitude","Longitude","Geocoding Footnote","Processing Date"
"195571","OLD JEFFERSON COMMUNITY CARE CENTER","8340 BARINGER FOREMAN ROAD.","BATON ROUGE","LA","70817","2257533203","160","E. Baton Rouge","Y",Government - Federal,136,123.9,,Medicare and Medicaid,"N","COMMCARE CORPORATION",2003-02-01,COMMCARE CORPORATION,150,14,2.6,2.5,3.2,3.6,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,3,,3,,,,2.45209,1.18567,0.23456,1.42023,3.87232,3.32386,0.19621,0.04110,42.0,,16.7,,1,,1.22400,0.88940,2.08809,0.77425,0.60774,3.47008,3.04572,2.73841,1.32412,0.26195,4.32447,3.71197,2025-02-05,7,7,0,36,1,0,36,2024-03-13,9,4,5,123,1,0,123,57.750,0,7,0,0,0.00,0,0,"8340 BARINGER FOREMAN ROAD.,BATON ROUGE,LA,70817",30.385,-90.996,22,2025-10-01
"195572","LESLIE LAKES RETIREMENT CENTER","1355 SIXTH STREET","ARCADIA","LA","71001","3182639581","060","Bienville","N",For profit - Corporation,150,85.8,,Medicare and Medicaid,"N","LESLIE LAKES CARE CENTER, LLC",2003-02-14,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,2,,2,,2,,1,,3,,3,,,,2.44268,0.96590,0.18752,1.15342,3.59610,3.08453,0.10139,0.03792,29.2,,,27,1,,1.13085,0.82171,1.92917,0.71532,0.56149,3.20598,2.81392,2.95261,1.16754,0.22667,4.34682,3.72846,2024-12-11,1,1,0,4,1,0,4,2023-11-15,10,5,5,297,1,0,297,77.250,1,3,0,1,59670.00,1,2,"1355 SIXTH STREET,ARCADIA,LA,71001",32.5527,-92.916,,2025-10-01
"195573","CAMELOT REHABILITATION AT MAGNOLIA PARK","1511 DULLES DRIVE","LAFAYETTE","LA","70506","3372160950","270","Lafayette","Y",For profit - Limited Liability company,160,132.7,,Medicare and Medicaid,"N","PMG OPCO-LAFAYETTE LLC",2003-02-25,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,N,N,N,Resident,Yes,1,,1,,3,,4,,3,,1,,,,2.37906,1.50423,0.12706,1.63129,4.01035,3.39876,0.06685,0.08919,55.2,,57.1,,0,,1.65268,1.20089,2.81939,1.04540,0.82058,4.68537,4.11239,1.96772,1.24414,0.10509,3.31695,2.81111,2025-02-04,13,13,0,108,2,54,162,2024-01-31,22,9,16,291,1,0,291,194.250,0,42,,2,35918.00,0,2,"1511 DULLES DRIVE,LAFAYETTE,LA,70506",30.2105,-92.076,,2025-10-01
"195574","MAISON TECHE NURSING CENTER","7307 OLD SPANISH TRAIL","JEANERETTE","LA","70544","3372764514","220","Iberia","N",For profit - Limited Liability company,121,89.8,,Medicare and Medicaid,"N","MAISON TECHE, LLC",2003-03-18,,,,,,,,N,,N,N,N,Both,Yes,1,,3,,1,,1,,1,,1,23,23,23,,,,,,,,,,26,,26,,26,,,,,,,,,,,,,2024-12-04,11,8,3,52,1,0,52,2023-11-01,15,13,2,72,1,0,72,57.000,2,17,,0,0.00,0,0,"7307 OLD SPANISH TRAIL,JEANERETTE,LA,70544",29.9533,-91.716,,2025-10-01
"195575","OAK HAVEN REHABILITATION AND HEALTHCARE CENTER","1515 HIGHWAY 107","CENTER POINT","LA","71323","3182534601","040","Avoyelles","N",For profit - Limited Liability company,104,93.8,,Medicare and Medicaid,"N","OAK HAVEN SNF OPERATIONS LLC",2003-05-01,VENZA CARE MANAGEMENT,614,20,2.4,2.6,3.4,2.3,N,,N,N,N,Resident,Yes,2,,2,,2,,3,,1,,2,,,,2.42968,1.20860,0.39130,1.59991,4.02959,3.43848,0.13383,0.05306,60.8,,63.6,,1,,1.37982,1.00262,2.35390,0.87281,0.68510,3.91181,3.43343,2.40698,1.19731,0.38765,3.99194,3.40635,2025-05-07,18,13,5,96,1,0,96,2024-03-21,11,7,4,131,1,0,131,104.750,7,17,,3,44606.00,0,3,"1515 HIGHWAY 107,CENTER POINT,LA,71323",31.2518,-92.193,,2025-10-01
"195577","PRAIRIE MANOR NURSING HOME","1050 EDWIN ELLIOTT DRIVE","PINE PRAIRIE","LA","70576","3375992031","190","Evangeline","N",Non profit - Other,100,85.5,,Medicare and Medicaid,"N","PRAIRIE MANOR, INC.",2003-04-11,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,3,,3,,3,,4,,,,3.12807,1.34326,0.20217,1.54543,4.67350,3.83747,0.10288,0.03833,28.4,,,27,0,,1.31610,0.95632,2.24520,0.83250,0.65347,3.73117,3.27488,3.24887,1.39514,0.20998,4.85399,3.98566,2024-08-28,5,5,0,24,1,0,24,2023-07-26,0,0,0,0,0,0,0,18.000,3,0,,0,0.00,0,0,"1050 EDWIN ELLIOTT DRIVE,PINE PRAIRIE,LA,70576",30.7766,-92.423,,2025-10-01
"195578","Evangeline Oaks Guest House","240 Arceneaux Road","Carencro","LA","70520","3378969227","270","Lafayette","Y",For profit - Corporation,190,84.8,,Medicare and Medicaid,"N","CARENCRO NUSING HOME INC",2003-04-11,,,,,,,,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,2,,1,,,,2.53395,1.25084,0.16481,1.41565,3.94960,2.95334,0.10173,0.03842,74.8,,62.5,,,26,1.22136,0.88748,2.08358,0.77257,0.60643,3.46258,3.03914,2.83595,1.39992,0.18445,4.42032,3.30532,2025-05-08,25,11,14,144,1,0,144,2024-05-22,27,14,21,132,1,0,132,141.000,3,68,,0,0.00,0,0,"240 Arceneaux Road,Carencro,LA,70520",30.3095,-92.039,,2025-10-01
"195579","PRESBYTERIAN VILLAGE OF HOMER","3700 HWY. 79 SOUTH","HOMER","LA","71040","3189276133","130","Claiborne","N",Non profit - Corporation,79,49.5,,Medicare and Medicaid,"N","PRESBYTERIAN VILLAGE OF HOMER",2003-04-14,,,,,,,,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,2,,3,,,,1.94596,1.24131,0.22235,1.46366,3.40962,2.76939,0.16412,0.02073,37.0,,,27,0,,1.16359,0.84550,1.98504,0.73603,0.57774,3.29881,2.89540,2.28600,1.45822,0.26121,4.00542,3.25332,2025-05-29,6,6,0,40,1,0,40,2024-06-04,6,4,2,28,1,0,28,37.000,1,0,,0,0.00,0,0,"3700 HWY. 79 SOUTH,HOMER,LA,71040",32.7563,-93.077,,2025-10-01
"195580","Avoyelles Manor Nursing Home","5682 HWY. 107 SOUTH","DUPONT","LA","71329","3189223404","040","Avoyelles","N",For profit - Corporation,104,53.1,,Medicare and Medicaid,"N","AVOYELLES MANOR INC",2003-04-25,,,,,,,,N,,N,N,N,Resident,Yes,3,,5,,1,,1,,,2,1,,,,2.60002,0.99926,0.22185,1.22111,3.82114,3.37595,0.18030,0.08707,,26,,27,,26,1.30229,0.94628,2.22164,0.82376,0.64661,3.69201,3.24051,2.72907,1.04886,0.23286,4.01080,3.54352,2024-04-25,0,0,0,0,0,0,0,2023-05-09,5,4,1,24,1,0,24,6.000,0,4,,0,0.00,0,0,"5682 HWY. 107 SOUTH,DUPONT,LA,71329",30.9302,-91.947,22,2025-10-01
"195582","MAISON D'ACADIENS CARE CENTER","2907 EAST SCHAMBERS","BASILE","LA","70515","3374326663","190","Evangeline","N",For profit - Corporation,78,61.1,,Medicare and Medicaid,"N","2907 BASILE SNF LLC",2003-04-22,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,3,,3,,,2,3,,,,2.44976,0.85832,0.26295,1.12126,3.57103,2.74114,0.14428,0.00000,40.7,,,27,0,,1.19564,0.86879,2.03970,0.75630,0.59365,3.38965,2.97513,2.80072,0.98128,0.30062,4.08261,3.13384,2025-06-18,8,8,0,36,0,0,36,2024-04-17,12,7,5,68,1,0,68,44.000,0,5,,1,7397.00,0,1,"2907 EAST SCHAMBERS,BASILE,LA,70515",30.4881,-92.597,,2025-10-01
"195583","THE BROADWAY NURSING AND REHABILITATION CTR","7534 HIGHWAY 1","LOCKPORT","LA","70374","9855321011","280","Lafourche","Y",Non profit - Corporation,126,112.8,,Medicare and Medicaid,"N","ARKANSAS ELDER OUTREACH OF LITTLE ROCK, INC.",2003-05-12,ELDER OUTREACH NURSING & REHABILITATION,194,5,3.2,3.2,2.2,3.0,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,1,,2,,,,2.44897,1.00110,0.19058,1.19168,3.64064,2.87811,0.12545,0.02180,38.0,,40.0,,0,,1.31165,0.95308,2.23761,0.82969,0.65126,3.71855,3.26381,2.55217,1.04329,0.19861,3.79407,2.99940,2025-05-14,19,5,14,132,1,0,132,2024-05-30,9,4,5,56,1,0,56,113.000,17,20,3,2,44810.00,0,2,"7534 HIGHWAY 1,LOCKPORT,LA,70374",29.6332,-90.51,,2025-10-01
"195584","ALLEN OAKS NURSING AND REHAB CENTER","909 EAST 6TH AVENUE","OAKDALE","LA","71463","3183351469","010","Allen","N",For profit - Limited Liability company,91,70.4,,Medicare and Medicaid,"N","ALLEN HEALTH CARE PARTNERS LLC",2003-05-23,,,,,,,,N,,N,N,N,Resident,Yes,2,,2,,2,,2,,3,,2,,,,2.98099,1.08573,0.32481,1.41054,4.39152,3.91949,0.21195,0.06782,,26,,26,,26,1.08866,0.79105,1.85720,0.68863,0.54054,3.08636,2.70893,3.74294,1.36325,0.40783,5.51403,4.92133,2025-07-02,10,10,0,52,1,0,52,2024-04-16,24,5,19,253,1,0,253,102.250,4,30,,1,133224.00,0,1,"909 EAST 6TH AVENUE,OAKDALE,LA,71463",30.8157,-92.652,,2025-10-01
"195585","Cypress at Lake Providence","5976 US-65 NORTH","LAKE PROVIDENCE","LA","71254","3185592248","170","East Carroll","N",For profit - Corporation,108,67.9,,Medicare and Medicaid,"N","CYPRESS AT LAKE PROVIDENCE, LLC",2003-06-10,VOLARE HEALTH,628,16,1.6,1.5,2.7,3.2,N,,Y,N,N,Resident,Yes,1,,1,,1,,1,,1,,1,,,,1.67816,1.10918,0.14099,1.25018,2.92834,2.65897,0.13030,0.01469,58.1,,80.0,,1,,1.09978,0.79913,1.87617,0.69567,0.54606,3.11790,2.73661,2.08580,1.37862,0.17524,3.63965,3.30485,2025-05-21,28,23,5,184,1,0,184,2024-05-08,25,18,7,180,1,0,180,183.000,16,17,,3,81880.00,1,4,"5976 US-65 NORTH,LAKE PROVIDENCE,LA,71254",32.8048,-91.178,22,2025-10-01
"195588","OAK LANE WELLNESS & REHABILITATIVE CENTER","1400 W MAGNOLIA","EUNICE","LA","70535","3375507200","480","St. Landry","N",For profit - Corporation,130,69.0,,Medicare and Medicaid,"N","ASSISTED LIVING, INC.",2003-08-13,,,,,,,,N,,N,N,N,Resident,Yes,2,,2,,2,,4,,1,,3,,,,2.54353,1.33558,0.24701,1.58259,4.12612,3.25376,0.13844,0.04793,42.2,,,27,0,,1.27604,0.92721,2.17686,0.80716,0.63358,3.61760,3.17520,2.72469,1.43070,0.26461,4.42000,3.48551,2025-06-25,9,7,2,115,1,0,115,2024-05-22,14,10,4,80,1,0,80,106.250,3,11,,2,132032.00,1,3,"1400 W MAGNOLIA,EUNICE,LA,70535",30.4986,-92.429,,2025-10-01
"195589","CHATEAU DE NOTRE DAME COMMUNITY CARE CENTER","2832 BURDETTE STREET","NEW ORLEANS","LA","70125","5048662741","350","Orleans","Y",Non profit - Corporation,171,147.6,,Medicare and Medicaid,"N","COMMCARE CORPORATION",2004-02-21,COMMCARE CORPORATION,150,14,2.6,2.5,3.2,3.6,N,,N,N,N,Resident,Yes,1,,1,,2,,1,,4,,3,,,,2.29832,1.47477,0.23106,1.70583,4.00415,3.26571,0.12234,0.03813,52.2,,40.0,,0,,1.21092,0.87989,2.06577,0.76597,0.60124,3.43298,3.01315,2.59442,1.66478,0.26082,4.52002,3.68645,2025-06-04,7,4,3,44,1,0,44,2024-06-13,24,4,20,796,1,0,796,232.000,12,18,0,3,245302.00,0,3,"2832 BURDETTE STREET,NEW ORLEANS,LA,70125",29.9571,-90.115,,2025-10-01
"195590","ST CLARE MANOR NURSING AND REHABILITATION","7435 BISHOP OTT DRIVE","BATON ROUGE","LA","70806","2252163604","160","E. Baton Rouge","Y",For profit - Limited Liability company,184,129.3,,Medicare and Medicaid,"N","7435 BR SNF LLC",2004-02-01,,,,,,,,N,,N,N,N,Resident,Yes,1,,2,,1,,2,,1,,2,,,,2.33215,1.37953,0.11433,1.49387,3.82601,3.20908,0.10785,0.04444,66.9,,50.0,,0,,1.24251,0.90285,2.11967,0.78595,0.61693,3.52255,3.09177,2.56566,1.51766,0.12578,4.20911,3.53041,2025-05-29,11,8,3,44,1,0,44,2024-04-03,10,3,7,173,1,0,173,76.250,5,32,,1,20227.00,0,1,"7435 BISHOP OTT DRIVE,BATON ROUGE,LA,70806",30.4577,-91.112,,2025-10-01
"195592","CAMELOT OF BROUSSARD","418 ALBERTSON PARKWAY","BROUSSARD","LA","70518","3378399005","270","Lafayette","Y",For profit - Limited Liability company,148,124.8,,Medicare and Medicaid,"N","PMG OPCO-BROUSSARD LLC",2004-04-01,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,2,,2,,,,2.03285,1.16303,0.27031,1.43335,3.46620,3.02095,0.11105,0.08784,50.5,,22.2,,0,,1.40401,1.02019,2.39517,0.88811,0.69711,3.98039,3.49362,1.97916,1.13232,0.26317,3.37466,2.94116,2025-03-11,14,5,9,76,1,0,76,2024-02-28,24,17,7,428,1,0,428,164.000,0,28,,2,36207.00,1,3,"418 ALBERTSON PARKWAY,BROUSSARD,LA,70518",30.1386,-91.982,,2025-10-01
"195593","LAGNIAPPE HEALTHCARE","1408 SUMMERLIN LANE","BASTROP","LA","71220","3182815188","330","Morehouse","Y",For profit - Individual,112,74.0,,Medicare and Medicaid,"N","LAGNIAPPE HEALTHCARE LLC",2004-05-02,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,3,,2,,4,,3,,,,2.89305,0.98272,0.24326,1.22597,4.11903,3.66386,0.10801,0.03695,40.3,,,27,0,,1.21557,0.88327,2.07371,0.76891,0.60355,3.44617,3.02474,3.25327,1.10508,0.27354,4.63189,4.12005,2024-12-11,4,4,0,28,1,0,28,2023-10-25,7,5,2,52,1,0,52,34.000,1,0,,0,0.00,0,0,"1408 SUMMERLIN LANE,BASTROP,LA,71220",32.7893,-91.898,,2025-10-01
"195594","PILGRIM MANOR SKILLED NURSING AND REHABILITATION","1524 DOCTORS DRIVE","BOSSIER CITY","LA","71111","3187421623","070","Bossier","Y",For profit - Limited Liability company,155,125.9,,Medicare and Medicaid,"N","PMG OPCO-PILGRIM LLC",2004-06-01,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,Y,N,N,Resident,Yes,1,,1,,2,,1,,3,,1,,,,1.74124,0.94183,0.13163,1.07346,2.81470,2.48936,0.11722,0.04792,62.8,,40.0,,1,,1.57778,1.14647,2.69162,0.99803,0.78340,4.47304,3.92603,1.50854,0.81596,0.11404,2.43854,2.15668,2024-12-17,6,4,2,72,1,0,72,2024-01-31,13,4,9,509,1,0,509,181.250,5,10,,3,185522.00,0,3,"1524 DOCTORS DRIVE,BOSSIER CITY,LA,71111",32.5345,-93.71,,2025-10-01
"195596","MARY GOSS NURSING HOME","3300 WHITE STREET","MONROE","LA","71203","3183239013","360","Ouachita","Y",For profit - Corporation,91,37.4,,Medicare and Medicaid,"N","MARY GOSS NURSING HOME, INC",2003-10-01,,,,,,,,N,,N,N,N,Resident,Yes,2,,2,,2,,2,,,2,3,,,,2.97520,1.16749,0.23290,1.40039,4.37559,3.63436,0.20026,0.01240,27.9,,,27,0,,1.26633,0.92015,2.16030,0.80102,0.62875,3.59007,3.15104,3.21154,1.26023,0.25140,4.72318,3.92307,2024-07-17,15,15,0,112,1,0,112,2023-09-20,13,8,5,201,1,0,201,134.250,4,0,0,18,139954.00,0,18,"3300 WHITE STREET,MONROE,LA,71203",32.5177,-92.079,,2025-10-01
"195597","Live Oak","600 East Flournoy Lucas Road","Shreveport","LA","71115","3182122000","080","Caddo","Y",Non profit - Corporation,160,78.6,,Medicare and Medicaid,"N","MULTI-FAITH RETIREMENT SERVICES",2004-07-07,,,,,,,,Y,,N,N,N,Resident,Yes,4,,4,,2,,3,,2,,3,,,,2.77634,2.00732,0.22014,2.22746,5.00380,3.97815,0.12911,0.09806,43.0,,57.1,,0,,1.23546,0.89772,2.10764,0.78149,0.61343,3.50256,3.07423,3.07177,2.22092,0.24356,5.53625,4.40147,2024-05-22,7,7,0,36,1,0,36,2023-04-12,9,6,3,56,1,0,56,41.000,2,7,2,0,0.00,0,0,"600 East Flournoy Lucas Road,Shreveport,LA,71115",32.4011,-93.707,,2025-10-01
"195598","OAK WOODS HOME FOR THE ELDERLY","1400 DAVENPORT AVENUE","MER ROUGE","LA","71261","3186473691","330","Morehouse","Y",Non profit - Corporation,119,51.9,,Medicare and Medicaid,"N","MER ROUGE COMMUNITY SVC INC",2004-06-01,,,,,,,,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,3,,3,,,,2.97401,1.16710,0.39122,1.55832,4.53233,3.57499,0.21893,0.07352,,26,,26,,26,1.10926,0.80602,1.89234,0.70166,0.55076,3.14477,2.76019,3.66484,1.43820,0.48209,5.58514,4.40542,2025-02-04,13,13,0,104,1,0,104,2024-01-24,3,3,0,16,1,0,16,82.000,0,0,,3,32087.00,0,3,"1400 DAVENPORT AVENUE,MER ROUGE,LA,71261",32.7805,-91.806,,2025-10-01
"195599","LEGACY NURSING AND REHABILITATION OF PORT ALLEN","403 15TH STREET","PORT ALLEN","LA","70767","2253468815","600","W. Baton Rouge","Y",For profit - Limited Liability company,125,115.6,,Medicare and Medicaid,"N","PORT ALLEN CARE CENTER, LLC",2004-06-17,LEGACY NURSING & REHABILITATION,307,9,2.0,2.2,1.6,2.4,N,,N,N,N,Resident,Yes,1,,1,,,20,,20,5,,1,,,,1.87765,1.18058,0.24038,1.42096,3.29861,2.77158,0.15207,0.00674,39.2,,60.0,,2,,1.25639,0.91293,2.14335,0.79473,0.62382,3.56190,3.12631,2.04284,1.28445,0.26152,3.58881,3.01541,2024-08-14,15,9,6,84,1,0,84,2023-06-02,21,9,12,520,1,0,520,193.000,1,36,,2,356931.00,0,2,"403 15TH STREET,PORT ALLEN,LA,70767",30.4542,-91.218,,2025-10-01
"195600","MATTHEWS MEMORIAL HEALTH CARE CENTER","5100 JACKSON STREET EXT.","ALEXANDRIA","LA","71303","3184455215","390","Rapides","Y",For profit - Limited Liability company,124,81.2,,Medicare and Medicaid,"N","VERSAILLES HEALTHCARE LLC",2004-10-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Both,Yes,2,,3,,1,,2,,1,,2,,,,2.65342,1.16238,0.25159,1.41397,4.06738,3.04748,0.13802,0.01508,60.7,,,27,0,,1.35344,0.98345,2.30890,0.85612,0.67201,3.83703,3.36780,2.67985,1.17396,0.25409,4.10791,3.07784,2024-09-10,8,7,1,48,1,0,48,2023-10-04,19,6,13,116,1,0,116,65.000,6,28,,1,36140.00,0,1,"5100 JACKSON STREET EXT.,ALEXANDRIA,LA,71303",31.3139,-92.444,,2025-10-01
"195601","HIGH HOPE CARE CENTER","475 HIGH HOPE ROAD","SULPHUR","LA","70663","3375278140","090","Calcasieu","Y",For profit - Limited Liability company,101,92.2,,Medicare and Medicaid,"N","HIGH HOPE REHABILITATION AND NURSING CENTER LLC",2003-11-14,CHARLESTON HEALTHCARE GROUP,137,5,2.4,2.2,2.2,2.6,N,,N,N,N,Both,Yes,5,,5,,2,,3,,2,,2,,,,1.67709,1.33210,0.25035,1.58245,3.25954,2.77513,0.20192,0.06267,42.7,,33.3,,0,,1.28377,0.93283,2.19006,0.81205,0.63742,3.63953,3.19445,1.78572,1.41838,0.26657,3.47067,2.95488,2025-02-19,3,2,1,16,1,0,16,2024-02-20,3,3,0,12,1,0,12,15.000,0,5,,0,0.00,0,0,"475 HIGH HOPE ROAD,SULPHUR,LA,70663",30.3152,-93.336,,2025-10-01
"195602","CHATEAU TERREBONNE HEALTH CARE CENTER","1386 WEST TUNNEL BLVD.","HOUMA","LA","70360","9858724553","540","Terrebonne","Y",For profit - Corporation,197,149.9,,Medicare and Medicaid,"N","SCC OF HOUMA LLC",2004-09-04,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,N,N,N,Resident,Yes,3,,4,,1,,3,,1,,2,,,,2.08198,1.14336,0.25328,1.39664,3.47862,2.83370,0.24978,0.10683,33.3,,12.5,,0,,1.59133,1.15631,2.71474,1.00660,0.79012,4.51147,3.95976,1.78838,0.98213,0.21756,2.98806,2.43409,2025-05-20,5,5,0,28,1,0,28,2024-05-09,3,2,1,16,1,0,16,25.000,0,5,,1,28805.00,0,1,"1386 WEST TUNNEL BLVD.,HOUMA,LA,70360",29.6007,-90.746,,2025-10-01
"195603","Bayou Vista Nursing and Rehab Center","323 EVERGREEN HWY","BUNKIE","LA","71322","3183462080","040","Avoyelles","N",For profit - Limited Liability company,92,50.8,,Medicare and Medicaid,"N","BAYOU VISTA NURSING AND REHAB CENTER",2005-01-01,,,,,,,,N,,N,N,N,Resident,Yes,3,,4,,2,,2,,,2,1,,,,2.32448,0.89412,0.29145,1.18557,3.51005,3.38736,0.17322,0.04743,100.0,,,27,,26,1.32410,0.96213,2.25885,0.83756,0.65744,3.75386,3.29479,2.39966,0.92303,0.30088,3.62357,3.49691,2025-08-12,4,4,0,20,1,0,20,2024-05-08,7,2,5,72,1,0,72,33.000,5,0,,2,16267.00,0,2,"323 EVERGREEN HWY,BUNKIE,LA,71322",30.9535,-92.178,,2025-10-01
"195604","Colonial Oaks Skilled Nursing and Rehabilitation","4921 Medical Drive","Bossier City","LA","71112","3187425420","070","Bossier","Y",For profit - Limited Liability company,120,75.7,,Medicare and Medicaid,"N","PMG OPCO-COLONIAL LLC",2004-09-24,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,Y,N,N,Resident,Yes,1,,1,,2,,3,,1,,1,,,,1.89139,1.14186,0.12529,1.26715,3.15854,2.69181,0.12595,0.05976,55.0,,,27,0,,1.38489,1.00630,2.36255,0.87601,0.68762,3.92618,3.44605,1.86685,1.12705,0.12367,3.11757,2.65689,2025-06-05,14,12,2,418,0,0,418,2024-04-23,6,3,3,64,1,0,64,329.500,5,2,2,3,101806.00,0,3,"4921 Medical Drive,Bossier City,LA,71112",32.462,-93.668,,2025-10-01
"195605","MARY ANNA NURSING HOME","125 TURNER STREET","WISNER","LA","71378","3187247244","200","Franklin","N",For profit - Corporation,81,33.6,,Medicare and Medicaid,"N","MARY ANNA NURSING HOME INC",2004-12-01,,,,,,,,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,,2,3,,,,2.73637,1.45403,0.38708,1.84112,4.57748,4.06897,0.24310,0.12144,,26,,26,1,,1.21736,0.88457,2.07676,0.77004,0.60444,3.45124,3.02919,3.07255,1.63267,0.43464,5.13987,4.56887,2025-01-28,3,3,0,24,1,0,24,2023-12-13,3,3,0,20,1,0,20,23.000,0,0,,0,0.00,0,0,"125 TURNER STREET,WISNER,LA,71378",31.9867,-91.655,,2025-10-01
"195606","COURTYARD MANOR NURSE CARE CENTER & ASSISTED LIV","306 SYDNEY MARTIN ROAD","LAFAYETTE","LA","70507","3372373940","270","Lafayette","Y",For profit - Limited Liability company,92,74.1,,Medicare and Medicaid,"N","SARVER FAMILY LLC",2004-11-03,,,,,,,,Y,,N,N,N,Resident,Yes,3,,3,,2,,2,,2,,2,,,,2.72531,1.13434,0.17227,1.30661,4.03192,3.57926,0.17232,0.03472,63.2,,,27,0,,1.43027,1.03928,2.43998,0.90472,0.71016,4.05485,3.55898,2.60460,1.08410,0.16464,3.85334,3.42073,2024-10-30,8,8,0,36,1,0,36,2023-09-27,13,8,7,84,1,0,84,48.000,1,20,,3,24065.00,0,3,"306 SYDNEY MARTIN ROAD,LAFAYETTE,LA,70507",30.2816,-92.022,22,2025-10-01
