Facility Type,OBJECTID,Name of Facility,Location Street,Location City,Location State,ZIP Code,Phone,Admin Name,Admin Phone,Facility Email,Fac. Cont. Email,License,Expiration,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Alzheimer Care,Alzheimer Unit,NH Beds,Institutional NH Beds,Number of Licensed Beds,Medical Detox Beds,RTP Beds (PSAD),Social Detox Beds,x,y
Community Residential Care Facilities,13612,CUMMINGS COMMUNITY RESIDENTIAL CARE HOME,2606 STARK LN,NORTH CHARLESTON,SC,29405-5537,843-747-7088,"CUUMMINGS, OLYMPIA",843-860-2340,OCUMMINGS03@COMCAST.NET,,CRC-2255,08/31/2026,Charleston / Limited Liability,,,,,CUMMINGS COMMUNITY RESIDENTIAL CARE HOME LLC,N,N,,,8,,,,594476.734,3635354.893
Community Residential Care Facilities,13651,PALMETTO OAKS RESIDENTIAL CARE,206 S GUM ST,PAGELAND,SC,29728-2304,803-804-3244,"CATOE, SHERESA",803-804-3244,PALMETTOOAKS@SHTC.NET,,CRC-2245,10/31/2026,Chesterfield / Corporation,,,,,SCLR HOLDING LLC,Y,N,,,58,,,,556249.878,3847948.644
Community Residential Care Facilities,13659,PORTSIDE AT GRANDE DUNES,901 PORTSIDE DR,MYRTLE BEACH,SC,29572,843-999-2494,"LUPIEN, DOROTHY D.",843-957-0811,DLUPIEN@PORTSIDEGRANDEDUNES.COM,,CRC-2259,02/28/2026,Horry / Limited Liability,,,,,CPF LIVING COMMUNITIES II-MYRTLE BEACH LLC,Y,Y,,,120,,,,704304.913,3738569.799
Community Residential Care Facilities,13687,HITCHCOCK SQUARE,102 CREPE MYRTLE CT,AIKEN,SC,29803-7552,803-649-6439,"STEWARD, JASON",803-643-0073,JASON.STEWART@NAVIONSL.COM,,CRC-2305,06/30/2026,Aiken / Limited Liability,,,,,AIKEN AL LLC,N,N,,,44,,,,431513.403,3708402.632
Community Residential Care Facilities,13689,FLORENCE PLACE ASSISTED LIVING & MEMORY CARE,1938 MOUNTAIN LAUREL DR,FLORENCE,SC,29505,843-665-7978,"HEDEGOR, LORIE",843-508-8511,LORIE.EDEGOR@FLORENCEPLACEAL.COM,,CRC-2315,09/30/2026,Florence / Limited Liability,,,,,FLORENCE PLACE ASSISTED LIVING & MEMORY CARE LLC,Y,Y,,,90,,,,614796.305,3780409.763
Community Residential Care Facilities,13710,ANSLEY GLEN AT GREENWOOD,1408 PKWY RD,GREENWOOD,SC,29646-4043,864-223-2281,"MOON, AMANDA",254-383-4129,AMANDA.MOON@ANSLEYGLENGREENWOOD.COM,,CRC-2324,12/31/2025,Greenwood / Limited Liability,,,,,ANSLEY GLEN AT GREENWOOD LLC,N,N,,,52,,,,393220.474,3781942.336
Community Residential Care Facilities,13753,PALMETTOS OF BLUFFTON,3035 OKATIE HWY,BLUFFTON,SC,29909-5101,843-707-9400,"WIEGAND, HEATHER",843-707-9400,HEATHER.WIEGAND@NHCCARE.COM,HEATHER.WIEGAND@NHCCARE.COM,CRC-1648,03/31/2026,Beaufort / Limited Liability Company (multiple member),3035 OKATIE HWY,BLUFFTON,SC,29909,PALMETTOS OF BLUFFTON LLC,Y,Y,,,88,,,,499067.45,3566833.741
Community Residential Care Facilities,13765,ALSTONGREEN ASSISTED LIVING,1155 FLORENCE HWY,SUMTER,SC,29153,803-262-2625,"GREENE, SHIRLEY H.",803-934-6036,ALSTONGREEN1155@GMAIL.COM,SERENITYDAYPROGRAM@GMAIL.COM,CRC-2121,02/28/2026,Sumter / Limited Liability,,,,,ALSTONGREEN ASSISTED LIVING LLC,N,N,,,24,,,,564311.101,3754621.207
Community Residential Care Facilities,13769,SPRING OAK CONWAY,2310 HWY 378,CONWAY,SC,29527,843-397-1010,"LODZINSKI, TISHA",843-397-1010,TISHA@SPRINGOAKLIVING.COM,,CRC-2342,02/28/2026,Horry / Limited Liability,,,,,SPRING OAK CONWAY LLC,Y,N,,,100,,,,676706.165,3746447.434
Community Residential Care Facilities,13770,SPRING OAK LEXINGTON,5422 AUGUSTA RD,LEXINGTON,SC,29072-3892,803-520-5850,"SHULL, BRIAN",,BSHULL@SPRINGOAKLIVING.COM,,CRC-2343,02/28/2026,Lexington / Limited Liability,,,,,SPRING OAK LEXINGTON LLC,Y,N,,,90,,,,479790.499,3759618.056
Community Residential Care Facilities,13771,SPRING OAK YORK,1020 CONGRESS ST,YORK,SC,29745,803-684-0183,"MELTON, CATHERINE NICOLE",803-770-5540,NMELTON@SPRINGOAKLIVING.COM,,CRC-2345,02/28/2026,York / Limited Liability,,,,,SPRING OAK YORK LLC,Y,N,,,143,,,,479505.926,3873939.459
Community Residential Care Facilities,13793,FH&C RESIDENTIAL CARE,101 COE RD,ANDERSON,SC,29624,470-701-4741,"WINN, BARBARA W.",864-583-8818,0911BEAUTYJ@GMAIL.COM,,CRC-2169,10/31/2026,Anderson / Limited Liability,,,,,FH&C RESIDENTIAL CARE LLC,N,N,,,10,,,,350501.368,3812823.261
Community Residential Care Facilities,13798,WILLIAMSBURG RESIDENTIAL CARE FACILITY,14 WRCF ST,KINGSTREE,SC,29556-2596,843-355-6214,"BURGESS, SANDI",843-355-6214,SANDYBURGESS98@YAHOO.COM,,CRC-2292,03/31/2026,Williamsburg / Limited Liability,,,,,DNS III LLC,N,N,,,24,,,,609262.507,3727215.134
Community Residential Care Facilities,13839,CROSSINGS OF GEORGETOWN,2628 N FRASER ST,GEORGETOWN,SC,29440-6946,843-932-9112,"CISNEROS, JOAN",843-932-9112,JCISNEROS@ALGSENIOR.COM,,CRC-2328,04/30/2026,Georgetown / Limited Liability,,,,,GEORGETOWN OPCO II LLC,N,N,,,50,,,,659410.407,3698170.579
Community Residential Care Facilities,13840,VIVA SENIOR LIVING AT EASLEY,123 COUCH LN,EASLEY,SC,29642-1916,864-859-3303,"DEGEAR, HARRY B.",864-859-3303,BRENT.DEGEAR@VIVASL.COM,,CRC-2331,11/30/2026,Pickens / Limited Liability,,,,,EASLEY AL OPCO LLC,N,N,,,56,,,,357438.245,3854001.004
Community Residential Care Facilities,13844,BARCLAY HOUSE OF AIKEN,530 BENTON HOUSE WY,AIKEN,SC,29803,803-226-0838,"ALLENSWORTH, JENNIFER",854-400-6644,JENNIFER.ALLENSWORTH@QSLMSENIORLIVING.CO,,CRC-2344,04/30/2026,Aiken / Limited Liability,,,,,530 BENTON HOUSE WAY OPCO LLC,Y,N,,,100,,,,430278.282,3706304.208
Community Residential Care Facilities,13845,OAKLEAF VILLAGE OF LEXINGTON,800 N LAKE DR,LEXINGTON,SC,29072-2903,803-808-3477,"ELLIOTT, ASHLEY",803-808-3477,AELLIOTT@LIBERTYSENIORLIVING.COM,AELLIOTT@OAKLEAFSENIORLIVING.COM,CRC-2347,04/30/2026,Lexington / Limited Liability,,,,,800 N LAKE OPCO LLC,Y,N,,,100,,,,478705.478,3761275.889
Community Residential Care Facilities,13846,BROOKDALE BRUSHY CREEK,2010 BRUSHY CREEK RD,GREER,SC,29650-2614,864-244-9994,"HENDERSON, KIMONI",864-244-9994,KIM.HENDERSON@BROOKDALE.COM,,CRC-2349,02/28/2026,Greenville / Limited Liability,,,,,AHC STERLING HOUSE OF GREENVILLE LLC,N,N,,,52,,,,382328.112,3862699.576
Community Residential Care Facilities,13849,LEGACY VILLAGE OF MURRELLS INLET,699 PRINCE CREEK PKWY,MURRELLS INLET,SC,29576,843-353-1525,"KOSTAL, LARRISA",843-353-1525,LKOSTAL@LEGACYMURRELLSINLET.NET,,CRC-2340,12/31/2025,Horry / Limited Liability,,,,,MURRELLS INLET SENIOR SERVICES LLC,N,N,,,110,,,,681142.861,3717488.386
Community Residential Care Facilities,13865,SOUTHSIDE MANOR RESIDENTIAL CARE FACILITY,311 MANNING AVE,SUMTER,SC,29150,803-840-0287,"GOLDEN, IDA",803-840-0287,NUGGIE23@GMAIL.COM,,CRC-2199,04/30/2026,Sumter / Sole Proprietorship,,,,,MARION H NEWTON,N,N,,,6,,,,560921.913,3752459.216
Community Residential Care Facilities,13866,GIVING DIGNITY AND SUPPORT,117 CHALK ST,EASTOVER,SC,29044,803-592-1028,"HAYES, TOWANA",803-353-2736,TOWANA_HAYES@ATT.NET,,CRC-2337,04/30/2026,Richland / Limited Liability,,,,,GDS ENTERPRISES LLC,N,N,,,10,,,,528023.55,3748562.981
Community Residential Care Facilities,13899,BENCHMARK-COWPENS,204 GOFORTH AVE,COWPENS,SC,29330,864-406-0522,"SMAL, LUCY",864-585-0322,LUCY.SMAL@CHARLESLEA.ORG,,CRC-2319,05/31/2026,Spartanburg / Corporation,,,,,CHARLES LEA CENTER,N,N,,,12,,,,426040.492,3876096.252
Community Residential Care Facilities,13944,SIX MILE RETIREMENT CENTER,120 S MAIN ST,SIX MILE,SC,29682-9332,864-868-9050,"HAMMERS, RANDY L.",864-868-9050,SIXMILERC@YAHOO.COM,SRETIREMENT@ATT.NET,CRC-2320,03/31/2026,Pickens / Sole Proprietorship,,,,,RANDY HAMMERS,N,N,,,41,,,,333604.594,3852762.815
Community Residential Care Facilities,13945,MERIDIAN AT CAROLINA LAKES,8154 ENGLISH CLOVER LN,INDIAN LAND,SC,29707,803-590-7005,"BRAKEFIELD, MARY L.",803-389-1972,CAROLINALAKES.ED@MERIDIANSENIOR.COM,,CRC-2338,12/31/2026,Lancaster / Limited Liability,,,,,MSA FORT MILL OPERATING LLC,N,N,,,117,,,,515169.421,3865974.384
Community Residential Care Facilities,13946,UNION ASSISTED LIVING,709 RICE AVE EXT,UNION,SC,29379,864-427-0306,"PATRIE, CHRISTOPHER",803-831-9900,CHRISTOPHER.PATRIE@UNIONPOSTACUTE.COM,CHRISTOPHER.PATRIE@HCR-MANORCARE.COM,CRC-2350,09/30/2026,Union / Limited Liability,,,,,UNION COMMUNITY HEALTHCARE LLC,N,N,,,40,,,,440775.184,3841940.419
Community Residential Care Facilities,13949,WINDRUSH AT GARDEN CITY,11951 GRANDHAVEN DR,MURRELS INLET,SC,29576-7843,843-357-0200,"CONNOLLY, SCOTT",843-353-1525,SCOTT.CONNOLLY@WINDRUSHGARDENCITY.COM,,CRC-2363,05/31/2026,Horry / Limited Liability,,,,,WINDRUSH AT GARDEN CITY LLC,N,N,,,111,,,,683286.148,3718143.239
Community Residential Care Facilities,13950,FOREST LAKE MANOR,4405 FOREST DR,COLUMBIA,SC,29206-3103,803-790-9800,"DENNIS, DORETHA L.",803-647-1152,DORTHEA.DENNIS@FORESTLAKEMANORSC.COM,DORETHA.DENNIS@SCDMH.ORG,CRC-2364,05/31/2026,Richland / Limited Liability,,,,,FOREST LAKE MANOR LLC,N,N,,,60,,,,502170.64,3764537.343
Community Residential Care Facilities,13951,HARBOR COVE MEMORY CARE,48 MAIN ST,HILTON HEAD ISLAND,SC,29926-1647,843-896-3686,"CHEMFOR, RENEE",803-788-9555,RCHEMFOR@HARBORCOVEMC.COM,,CRC-2317,09/30/2026,Beaufort / Limited Liability,,,,,HILTON HEAD MEMORY CARE LLC,N,N,,,36,,,,526651.368,3564712.062
Community Residential Care Facilities,13952,VILLAGE COVE ASSISTED LIVING,80 MAIN ST,HILTON HEAD ISLAND,SC,29926-2923,843-896-3686,"NAPOLITANO, JENNIFER",843-689-9143,JNAPOLITANO@VILLAGECOVEAL.COM,JNAPOLITANO@BROOKDALE.COM,CRC-2318,09/30/2026,Beaufort / Limited Liability,,,,,HILTON HEAD ASSISTED LIVING LLC,N,N,,,52,,,,526451.292,3564533.393
Community Residential Care Facilities,14026,MARSH AT NORTH CHARLESTON,4550 GREAT OAK DR,NORTH CHARLESTON,SC,29418-5001,843-826-1180,"BLALOCK, MISTY A.",843-974-8559,ABLALOCK@THEFELLOWSHIPFAMILY.COM,,CRC-2238,07/31/2026,Charleston / Limited Liability,,,,,MARSH NORTH CHARLESTON AL LLC,N,N,,,70,,,,587767.323,3637764.309
Community Residential Care Facilities,14062,WE CARE RESIDENTIAL,2370 WILLISTON RD,AIKEN,SC,29803-9100,803-652-3652,"PRESIDENT, TESSIE J.",843-459-2149,WECAREMANAGEMENTLLC@GMAIL.COM,PRESIDENTIALCRCF@GMAIL.COM,CRC-2336,09/30/2026,Aiken / Limited Liability,,,,,WE CARE MANAGEMENT GROUP LLC,N,N,,,55,,,,435208.388,3695124.943
Community Residential Care Facilities,14092,L&B CARE HOME,3646 BARR WOODS RD,SALUDA,SC,29138-8191,864-993-3072,"GOLDMAN, ELIZABETH",864-993-3022,LBCAREHOME@GMAIL.COM,,CRC-2254,07/31/2026,Saluda / Corporation,,,,,L&B CARE HOME INC,N,N,,,24,,,,430669.429,3764134.852
Community Residential Care Facilities,14134,KEMPTON OF ROCK HILL,1611 CONSTITUTION BLVD,ROCK HILL,SC,29732-3047,803-900-4125,"BATTISTELLI, LISA",803-981-6855,LBATTISTELLI@LIBERTYSENIORLIVING.COM,,CRC-2370,09/30/2026,York / Limited Liability,,,,,1611 CONSTITUTION BLVD TENANT LLC,Y,Y,,,110,,,,495362.698,3867769.948
Community Residential Care Facilities,14150,LOVING THY NEIGHBOR RESIDENTIAL CARE,126 TOKEENA RD,SENECA,SC,29678,864-614-5337,"REID, ADRIAN",864-614-5337,ADRIAN.REID@CHARTER.NET,,CRC-2371,07/31/2026,Oconee / Limited Liability,,,,,LOVING THY NEIGHBOR RESIDENTIAL CARE LLC,Y,N,,,33,,,,320109.995,3836694.416
Community Residential Care Facilities,14200,WHITE OAK ESTATES ASSISTED LIVING,400 WEBBER RD,SPARTANBURG,SC,29307-2400,864-579-7004,"HOWARD, KAYLA",864-558-0383,SKIBBE@WHITEOAKMANOR.COM,ED@MEMORYCAREOFGREENVILLE.COM,CRC-2368,08/31/2026,Spartanburg / Limited Liability,,,,,NHC ESTATES LLC,Y,N,,,45,,,,420530.13,3870460.316
Community Residential Care Facilities,14285,VITALITY LIVING COLUMBIA,1951 CLEMSON RD,COLUMBIA,SC,29223,803-889-8444,"LEE-POTTER, KEARA",,KPOTTER@MYVITALITYLIVING.COM,KEARA.LEE@NAVIONSL.COM,CRC-2369,05/31/2026,Richland / Limited Liability,,,,,WCP CLEMSON ROAD OPCO LLC,Y,Y,,,118,,,,505255.472,3777948.799
Community Residential Care Facilities,14335,BARCLAY AT LITTLE RIVER,2585 HWY 179,LITTLE RIVER,SC,29566,843-491-9290,"GRAHAM, DENISE J.",843-491-9290,ED.LITTLERIVER@BARCLAYSENIORLIVING.COM,,CRC-2377,01/31/2026,Horry / Limited Liability,,,,,2585 HWY 179 OPCO LLC,N,N,,,90,,,,722994.257,3752656.855
Community Residential Care Facilities,14401,WOODLAND PLACE,850 JOHN B WHITE SR BLVD,SPARTANBURG,SC,29306-4034,864-576-8910,"DANIELS, OMAR",864-524-3404,DLITTLE3@MINDSPRING.COM,,CRC-2038,08/31/2026,Spartanburg / Limited Liability,850 JOHN B WHITE SR BLVD,SPARTANBURG,SC,29306-4034,MI WOODLAND PLACE LLC,Y,Y,,,108,,,,412308.093,3865682.29
Community Residential Care Facilities,14532,JOSHUAS FOUNDATION,388 ELBOW CIR,RIDGEWAY,SC,29130,803-337-8701,"HAYES, TOWANA",803-337-8701,TOWANA_HAYES@ATT.NET,TOWANA_HAYSE@ATT.NET,CRC-0659,02/28/2026,Fairfield / Non-Profit Corporation,"388 ELBOW CIR, PO BOX 35",RIDGEWAY,SC,29130,JOSHUA'S FOUNDATION INC,N,N,,,20,,,,505290.929,3795580.917
Community Residential Care Facilities,14539,SUNFOWER SPRINGS OF LAKE WYLIE,267 LATITUDE LN,LAKE WYLIE,SC,29710,803-971-4767,"MELTON, CATHERINE NICOLE",803-770-5540,ADMINISTRATION@SRIMGT.COM,,CRC-2231,02/28/2026,York / Limited Liability,,,,,SUNFOWER SPRINGS OF LAKE WYLIE LLC,N,N,,,101,,,,492815.262,3886334.849
Community Residential Care Facilities,14552,GENTLE HANDS WITH LOVING HEARTS,704 ANDERSON ST,CALHOUN FALLS,SC,29628-1034,864-418-9277,"MURPHY, LAVERNE",803-353-2736,LAVERNE751@GMAIL.COM,LAVERNE.MURPHY@SCDMH.ORG,CRC-2375,09/30/2026,Abbeville / Limited Liability,,,,,GENTLE HANDS WITH LOVING HEARTS LLC,N,N,,,16,,,,353199.873,3774279.249
Community Residential Care Facilities,14629,SILVER TREASURES AT GREENWOOD,116 ABBEY DR,GREENWOOD,SC,29649-8536,864-993-7086,"PRITCHETT, NATASHA",864-993-7086,ADMINSTGREENWOOD@LIFESTYLES4SENIORS.COM,,CRC-2386,02/28/2026,Greenwood / Limited Liability,,,,,PALMETTO CROWN SENIOR CARE LLC,N,N,,,23,,,,389274.407,3784883.28
Community Residential Care Facilities,14630,SILVER TREASURES AT GREER,309 NORTHVIEW DR,GREER,SC,29651-1340,864-849-1965,"PRITCHETT, NATOSHA J.",864-848-1935,ADMINSTGREER@LIFESTYLES4SENIORS.COMIN,GREER@THEBAYBERRYINN.COM,CRC-2387,02/28/2026,Greenville / Limited Liability,,,,,PINE VIEW SENIOR CARE LLC,N,N,,,23,,,,388193.022,3868371.17
Community Residential Care Facilities,14636,COLONIAL GARDENS ALZHEIMER'S SPECIAL CARE CENTER,3565 SUNSET BLVD,WEST COLUMBIA,SC,29169-3043,803-796-2556,"PIERCE, ROBERT M.",803-796-2556,JLITT@MONTICELLOAM.COM,,CRC-2372,03/31/2026,Lexington / Limited Liability,,,,,WEST COLUMBIA MC LLC,N,N,,,66,,,,487732.509,3763004.143
Community Residential Care Facilities,14674,VIVA SENIOR LIVING AT GAFFNEY,101 PARK CT,GAFFNEY,SC,29341,864-206-0006,"HENSON, KIMBERLY",864-206-0006,KIMBERLY.HENSON@VIVASL.COM,,CRC-2330,01/31/2026,Cherokee / Limited Liability,,,,,GAFFNEY AL OPCO LLC,Y,Y,,,90,,,,440074.04,3883444.127
Community Residential Care Facilities,14677,KAUHALE PETTIGRU,12 BOYCE AVE,GREENVILLE,SC,29601,864-250-1188,"MINSHALL, SHANNON",864-250-1188,SMINSHALL@KAUHALEHEALTH.COM,,CRC-2360,06/30/2026,Greenville / Limited Liability,,,,,KAUHALE GREENVILLE LLC,Y,Y,,,115,,,,373234.286,3857291.611
Community Residential Care Facilities,14678,ARTISAN MOUNT PLEASANT,601 SOLANA WAY,MOUNT PLEASANT,SC,29464,843-800-2323,"SINGLETARY, JESSICA",843-800-2323,KWILKINSON@SRG-LLC.COM,,CRC-2381,12/31/2026,Charleston / Limited Liability,,,,,SRG PLEASANT MGMT LLC,N,N,,,112,,,,606336.94,3633971.049
Community Residential Care Facilities,14755,ARBOR LANDING AT SURFSIDE,3105 DICK POND RD,MYRTLE BEACH,SC,29588,843-492-7387,"WILLIAMS, ANITA",843-240-8254,MMAREADY@RIDGECARE.COM,,CRC-2279,05/31/2026,Horry / Limited Liability,,,,,ARBOR LANDINGS AT SURFSIDE LLC,Y,Y,,,40,,,,686321.075,3725723.586
Community Residential Care Facilities,14756,WILLOWS OF EASLEY,105 WILLOW PL,EASLEY,SC,29640-1385,864-855-9800,"SPEARMAN, LAURA G.",864-855-9800,LGS@THEWILLOWSOFEASLEY.COM,LGS@THEWILLOWSOFEASLEY.COM,CRC-2379,10/31/2026,Pickens / Limited Liability,,,,,VOP WILLOWS EASLEY LLC,Y,Y,,,50,,,,353173.621,3857370.939
Community Residential Care Facilities,14757,COOPER RIVER ASSISTED LIVING,1047 ANNA KNAPP BLVD,MOUNT PLEASANT,SC,29464-3133,843-884-7977,"GREENE, KIMBERLY",843-884-7977,KIMBERLY.GREENE@COOPERRIVERAL.COM,,CRC-2391,04/30/2026,Charleston / Limited Liability,,,,,MT PLEASANT COMMUNITY HEALTHCARE LLC,N,N,,,64,,,,606377.889,3630753.535
Community Residential Care Facilities,14771,MYERS RESIDENTIAL CARE FACILITY,365 CALDON RD,SWANSEA,SC,29160-9541,803-568-3582,"MYERS, MARY L.",803-568-3582,MYERSRCF@PBTCOMM.NET,MYERSRCF@PBTCOMM.NET,CRC-2392,01/31/2026,Calhoun / Sole Proprietorship,,,,,MARY MYERS,N,N,,,5,,,,496449.29,3729509.17
Community Residential Care Facilities,14772,MYERS RESIDENTIAL CARE FACILITY II,365 CALDON RD,SWANSEA,SC,29160-9541,803-568-3582,"MYERS, MARY L.",803-568-3582,MYERSRCF@PBTCOMM.NET,MYERSRCF@PBTCOMM.NET,CRC-2393,01/31/2026,Calhoun / Sole Proprietorship,,,,,MARY MYERS,N,N,,,7,,,,496449.29,3729509.17
Community Residential Care Facilities,14788,LONG'S RESIDENTIAL CARE CENTER,5760 DENNY HWY,SALUDA,SC,29138-8972,864-445-7901,"LONG, MARY J.",864-445-7901,LONGSRESCARE@YAHOO.COM,LONGSRESCARE@YAHOO.COM,CRC-0592,05/31/2026,Saluda / Corporation,1280 DENNY HWY,SALUDA,SC,29138-8972,LONG'S RESIDENTIAL CARE CENTER INC,Y,N,,,32,,,,429549.732,3763939.983
Community Residential Care Facilities,14789,GABLES ON PELHAM ASSISTED LIVING AND MEMORY CARE,1306 PELHAM RD,GREENVILLE,SC,29615-3600,864-286-6600,"PRICE, MEGHAM",864-266-6600,MEGHAN.PRICE@WELL-MORE.COM,,CRC-2398,05/31/2026,Greenville / Limited Liability,,,,,GABLES ON PELHAM RETIREMENT LLC,N,Y,,,119,,,,380464.197,3857799.006
Community Residential Care Facilities,14816,HILLTOP OF GREENVILLE MEMORY CARE,352 PELHAM RD,GREENVILLE,SC,29615-3110,864-558-0383,"SMITH, MARISA",864-310-5849,JOEJASMON@AHMG365.COM,,CRC-2341,10/31/2025,Greenville / Limited Liability,,,,,WC GREENVILLE MEMORY CARE LLC,Y,N,,,54,,,,377506.817,3858421.149
Community Residential Care Facilities,14817,ADDISON OF WEST ASHLEY-SENIOR LIVING IN CHARLESTON SC,1445 BLUEWATER WAY,CHARLESTON,SC,29414,843-576-9667,"HAGER, STEPHANIE",843-576-9667,STEPHANIE.HAGER@SONIDALIVING.COM,,CRC-2374,10/31/2026,Charleston / Limited Liability,,,,,SONIDA CHARLESTON LLC,Y,Y,,,98,,,,584327.679,3630841.025
Community Residential Care Facilities,14821,ADDISON OF BLUFFTON-SENIOR LIVING IN BLUFFTON SC,8 HAMPTON LAKE DR,BLUFFTON,SC,29910-9568,843-757-3111,"COOLEY, LARINDA",843-757-3111,LCOOLEY@SONIDALIVING.COM,LCOOLEY@CAPITALSENIORLIVING.NET,CRC-2389,10/31/2026,Beaufort / Limited Liability,,,,,SONIDA BLUFFTON LLC,N,N,,,104,,,,506132.075,3569940.908
Community Residential Care Facilities,14822,ADDISON OF FLORENCE-SENIOR LIVING IN FLORENCE SC,1370 CELEBRATION BLVD,FLORENCE,SC,29501,854-400-6662,"SCOTT, SHERRI R.",854-400-6644,SSCOTT@SONIDALIVING.COM,,CRC-2390,10/30/2026,Florence / Limited Liability,,,,,SONIDA FLORENCE LLC,N,N,,,93,,,,608077.405,3781445.973
Community Residential Care Facilities,14825,STRATFORD PLACE GOOSE CREEK - ASSISTED LIVING,97 BRIDGETOWN RD,GOOSE CREEK,SC,29445,843-300-1951,"DOUGLAS, DEREK",843-300-1951,DEREKDOUGLASOT@GMAIL.COM,,CRC-2399,05/31/2026,Berkeley / Limited Liability,,,,,STRATFORD PLACE AL LLC,N,N,,,34,,,,588768.008,3652634.3
Community Residential Care Facilities,14826,STRATFORD PLACE OF GOOSE CREEK MEMORY CARE,95 BRIDGETOWN RD,GOOSE CREEK,SC,29445,843-300-1951,"DOUGLAS, DEREK",843-300-1951,DEREKDOUGLASOT@GMAIL.COM,,CRC-2400,05/31/2026,Berkeley / Limited Liability,,,,,STRATFORD PLACE MC LLC,N,N,,,34,,,,588819.222,3652671.517
Community Residential Care Facilities,14861,LAKE WYLIE ASSISTED LIVING COMMUNITY,4877 CHARLOTTE HWY,CLOVER,SC,29710,803-805-8039,"KIMBALL, THOMAS",803-548-3825,JKIMBALL@HMPSS.COM,,CRC-2401,04/30/2026,York / Limited Liability,,,,,HMP SENIOR SOLUTIONS LAKE WYLIE LLC,N,Y,,,110,,,,493561.89,3885767.773
Community Residential Care Facilities,14908,INVERNESS OF SPARTANBURG,2720 COUNTRY CLUB RD,SPARTANBURG,SC,29303,864-591-1116,"METCALF, TINA H.",864-591-1116,TINA.METCALF@INVERNESSOFSPARTANBURG.COM,,CRC-2397,11/30/2026,Spartanburg / Limited Liability,,,,,INVERNESS OF SPARTANBURG LLC,N,N,,,100,,,,418261.979,3865837.684
Community Residential Care Facilities,14910,HARMONY CARE SERVICES,351 S MIDWAY HWY,JOHNSONVILLE,SC,29555,843-380-0777,"SINGLETARY, MARY JANE",843-661-6655,MARYJANE.SINGLETARY@HOTMAIL.COM,CARRIAGEFLORENCE@GMAIL.COM,CRC-2388,12/31/2025,Florence /,,,,,HARMONY CARE SERVICES LLC,N,N,,,29,,,,641405.763,3741933.244
Community Residential Care Facilities,14955,MAY RIVER LANDING,60 OAK FOREST RD,BLUFFTON,SC,29910-5010,843-548-2500,"WILLIAMS, TERRY SHAWN",843-884-6949,ED@MAYRIVERLANDING.COM,,CRC-2403,06/30/2026,Beaufort / Limited Liability,,,,,SWC BLUFFTON OPCO LLC,Y,Y,,,68,,,,513498.121,3570409.034
Community Residential Care Facilities,14957,SPRINGTREE MANOR,251 SPRINGTREE DR,COLUMBIA,SC,29223-7989,803-741-2600,"ASH, LISA K.",803-741-2600,NELSON.ROBAINA@MAINSTAYSENIORLIVING.COM,,CRC-2405,09/30/2026,Richland / Limited Liability,,,,,SPRINGTREE MANOR LLC,Y,N,,,52,,,,503573.231,3770669.543
Community Residential Care Facilities,14989,SHEPHERDS CARE CENTER,2100 N PLEASANTBURG DR,GREENVILLE,SC,29609-3156,864-322-6212,"THOMPSON, ERIC M.",864-322-6212,LAUREN@RESTORATIONSL.COM,ETHOMPSO@SHEPHERDSCARECENTER.COM,CRC-2378,03/31/2026,Greenville / Limited Liability,,,,,RSLRE OF GREENVILLE LLC,Y,Y,,,90,,,,374548.425,3861612.536
Community Residential Care Facilities,14990,BAYSHORE ON HILTON HEAD ISLAND,421 SQUIRE POPE RD,HILTON HEAD ISLAND,SC,29926,843-342-2222,"MCKEE, RODNEY",843-342-2222,JMRAMSEY@SENTIOINVESTMENTS.COM,MCKEERODNEY@LCSNET.COM,CRC-2404,08/31/2026,Beaufort / Limited Liability,,,,,BS HILTON HEAD OPCO LLC,N,N,,,147,,,,523922.776,3566672.761
Community Residential Care Facilities,15011,A PLACE TO CALL HOME OF BISHOPVILLE,311 N HEYWARD ST,BISHOPVILLE,SC,29010,803-669-4507,PH#:,,INFO@APLACETOCALLHOMEOFBISHOPVILLE.COM,,CRC-2280,09/30/2026,Lee / Limited Liability,,,,,A PLACE TO CALL HOME OF BISHOPVILLE LLC,N,N,,,8,,,,569247.449,3787078.378
Community Residential Care Facilities,15030,RESIDENCES AT GREENWOOD LLC,116 ENTERPRISE CT,GREENWOOD,SC,29649-1666,803-957-0500,"HICKS, KYLE",803-957-0500,KHICKS@MSAHEALTHCARE.COM,,CRC-2413,09/30/2026,Greenwood / Corporation,,,,,AMERICAN SENIOR LIVING COMMUNITIES GREENWOOD INC,N,N,,,49,,,,392788.011,3786629.054
Community Residential Care Facilities,15031,RESIDENCES AT SENECA LLC,15855 WELLS HWY,SENECA,SC,29678,803-957-0500,"HICKS, KYLE",803-957-0500,KHICKS@MSAHEALTHCARE.COM,,CRC-2414,09/30/2026,Oconee / Corporation,,,,,AMERICAN SENIOR LIVING COMMUNITIES SENECA INC,N,N,,,59,,,,317648.534,3839688.858
