License/Exemption Number,Facility/Camp Name,Facility/Camp License Type,Facility Address,City,County,Phone,Zip Code,Capacity
AM630076165,Hutcheson Manor,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"21620 Middlebelt Road ",Farmington Hills,OAKLAND,(248) 476-3798,48336,9
AL250381017,Hyde Park AL I,ADULT LARGE GROUP HOME (CAPACITY 13-20),"3100 Wyndham ",Flushing,GENESEE,(810) 659-3000,48433,20
AL250381015,Hyde Park AL II,ADULT LARGE GROUP HOME (CAPACITY 13-20),"3200 Wyndham ",Flushing,GENESEE,(810) 659-3000,48433,20
AS630419349,Hylane Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2818 Hylane Drive ",Troy,OAKLAND,(248) 731-7710,48098,5
AF820416455,I KING MANOR,ADULT FAMILY HOME (CAPACITY 1-6),"32705 King Rd ",New Boston,WAYNE,(313) 303-3636,48164,6
AF230073847,Ide AFC Family Home,ADULT FAMILY HOME (CAPACITY 1-6),"1188 S Gunnell Road ",Eaton Rapids,EATON,(517) 897-1845,48827,6
AM470417042,Ide Assisted Living,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"2111 N. Latson Rd ",Howell,LIVINGSTON,(517) 897-1845,48855,12
AF630345963,Ideal Senior Living,ADULT FAMILY HOME (CAPACITY 1-6),"2405 Lockhaven Road ",West Bloomfield,OAKLAND,(248) 242-6881,48324,6
AF550004223,Ihander Home,ADULT FAMILY HOME (CAPACITY 1-6),"N9910 Holmesbrook Road Q1 ",Daggett,MENOMINEE,(906) 753-4572,49821,5
AS410392819,Ikaze Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2014 Francis ",Grand Rapids,KENT,(616) 284-8740,49507,6
AS390418599,Imani Home AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2819 Asbury Ave ",Kalamazoo,KALAMAZOO,(817) 781-6512,49048,6
AS410419551,IMARA AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5518 Stowehill Dr. SE ",Kentwood,KENT,(612) 245-8951,49508,6
AS410418850,Imuhira Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"6394 Dew Pointe Ct SE ",Caledonia,KENT,(616) 930-1292,49316,4
AF730418146,In Ebony's Care,ADULT FAMILY HOME (CAPACITY 1-6),"1258 Scofield Dr ",Saginaw,SAGINAW,(989) 401-0758,48601,3
AS090237189,Independence House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1306 38th Street ",Bay City,BAY,(989) 893-0856,48708,6
AS500396956,Indian Hills,ADULT SMALL GROUP HOME (CAPACITY 1-6),"22333 Hall Road ",Macomb Township,MACOMB,(586) 649-7428,48042,6
AC700200613,Indian Trails AFC,ADULT CAMP,,Grand Rapids,OTTAWA,(616) 677-5251,49534,100
AS630418070,Indianwood,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5115 Indianwood Road ",Clarkston,OAKLAND,(248) 256-6043,48348,6
AS410410669,Indigo,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1785 Woodworth St. NE ",Grand Rapids,KENT,(616) 490-3684,49525,6
AS820080100,Inkster Road Joak Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3838 Inkster Road ",Inkster,WAYNE,(313) 561-7505,48141,6
AM250389863,Insight Healing Center,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),STE 1875 4800 S Saginaw St.,Flint,GENESEE,(810) 732-8336,48507,12
AS250407929,Insight Healing Center II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"700 S Adelaide ",Fenton,GENESEE,(810) 732-8336,48430,6
AM250412971,Insight Healing Center III,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),Ste 1975 4800 S Saginaw,Flint,GENESEE,(810) 732-8336,48507,12
AS250413492,Insight Healing Center IV,ADULT SMALL GROUP HOME (CAPACITY 1-6),Ste 2075 4800 S Saginaw,Flint,GENESEE,(810) 732-8336,48507,6
AS820340264,Integrated Home Care Agency,ADULT SMALL GROUP HOME (CAPACITY 1-6),"11425 Saint Aloysius St ",Romulus,WAYNE,(734) 635-7044,48174,6
AS820401918,Integrated Home Care Agency 2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3586 Spring Hill Avenue ",Inkster,WAYNE,(734) 635-7044,48141,6
AS820418843,Integrated Home Care Agency III,ADULT SMALL GROUP HOME (CAPACITY 1-6),"44141 Ecorse Road ",Van Buren,WAYNE,(734) 635-5688,48111,6
AS500415040,Integrity Care Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"38952 Bramham St ",Clinton Township,MACOMB,(734) 307-4718,48038,6
AL410289728,InterActions Residential Treatment,ADULT LARGE GROUP HOME (CAPACITY 13-20),"300 68th St. SE ",Grand Rapids,KENT,(616) 493-6013,49548,16
AS730354102,Iowa's Place,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2308 Iowa ",Saginaw,SAGINAW,(989) 737-4010,48601,5
AS820296748,Ireti,ADULT SMALL GROUP HOME (CAPACITY 1-6),"8335 Roselawn ",Detroit,WAYNE,(313) 935-0345,48204,6
AS410269176,Iris,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3728 Iris Drive, SW ",Grandville,KENT,(616) 538-4921,49418-1884,6
AS630012783,Irvine Head Injury Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"13531 Irvine ",Oak Park,OAKLAND,(248) 542-4423,48237,6
AL630094857,Irvine Neuro Rehabilitation Center,ADULT LARGE GROUP HOME (CAPACITY 13-20),"25700 Lahser ",Southfield,OAKLAND,(248) 415-2500,48034,18
AS370011270,Isabella Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2599 S Isabella Road ",Mount Pleasant,ISABELLA,(989) 773-0326,48858,6
AH230298361,Island City Assisted Living,HOMES FOR THE AGED,"1507 Kyle Ave. ",Eaton Rapids,EATON,(517) 233-0000,48827,53
AS820410244,Island House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"8504 Macomb Street ",Grosse Ile,WAYNE,(734) 692-0564,48138,6
AS810237394,Island Lake Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"12988 Island Lake ",Chelsea,WASHTENAW,(734) 562-9048,48118,6
AS820300923,Island Pines Residential Assisted Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"21443 HCL Jackson ",Grosse Ile,WAYNE,(734) 307-3201,48138,6
AL290087811,Ithaca AFC,ADULT LARGE GROUP HOME (CAPACITY 13-20),"525 E. North Street ",Ithaca,GRATIOT,(989) 875-2256,48847,20
AS250407706,Ivoryhouse Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1805 W Home Ave ",Flint,GENESEE,(248) 416-9855,48504,6
AS410321061,Ivy Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3749 Ivy Drive ",Grand Rapids,KENT,(616) 550-3982,49525,6
AS410417901,Ivy Lane Residence,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4897 Grenadier Dr SW ",Wyoming,KENT,(616) 980-2145,49509,4
AF700409421,Ivy Nest,ADULT FAMILY HOME (CAPACITY 1-6),"707 Clinton Ave. ",Grand Haven,OTTAWA,(616) 218-0921,49417,6
AS730398654,Iyana's A.F.C. INC.,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1117 Adams ",Saginaw,SAGINAW,(989) 401-2290,48602,6
AF130294904,J & L Sunny Adult Foster Care,ADULT FAMILY HOME (CAPACITY 1-6),"614 Linwood Ave ",Battle Creek,CALHOUN,(269) 883-6340,49037,6
AS730413028,J & M Family Group LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1517 Wadsworth Ave ",Saginaw,SAGINAW,(989) 522-0764,48601,6
AF180387329,J. Brewer AFC,ADULT FAMILY HOME (CAPACITY 1-6),"656 E Michigan St ",Farwell,CLARE,(989) 289-3371,48622,2
AS820385285,J.C. Home Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"29659 Birchwood ",Inkster,WAYNE,(734) 686-7432,48141,6
AF410400507,J.G. Home,ADULT FAMILY HOME (CAPACITY 1-6),"2167 Innwood Drive Southe ",Kentwood,KENT,(616) 200-4051,49508,6
AS820402122,Jabez Christian Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"9658 Rockland St. ",Redford,WAYNE,(313) 286-3305,48239,5
AL580355938,Jackman Lodge,ADULT LARGE GROUP HOME (CAPACITY 13-20),"7342 Jackman Rd ",Temperance,MONROE,(734) 847-3217,48182,20
AS820014663,Jackson AFC Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"14434 Jackson ",Taylor,WAYNE,(248) 505-1987,48180,4
AS820418926,Jackson Homes- Grayfield,ADULT SMALL GROUP HOME (CAPACITY 1-6),"12800 Grayfield ",Detroit,WAYNE,(248) 522-6964,48223,5
AS820415340,Jacksons Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"16160 Baylis ",Detroit,WAYNE,(586) 557-3413,48221,6
AS380383819,Jacqueline House Assisted Living 2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3829 Guest Rd. ",Jackson,JACKSON,(517) 888-5165,49203,6
AS820316698,Jacquelyn Street,ADULT SMALL GROUP HOME (CAPACITY 1-6),"28646 Jacquelyn ",Livonia,WAYNE,(734) 524-0159,48154,6
AS500265416,James Street Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"38421 James Street ",Clinton Township,MACOMB,(586) 465-9644,48036,6
AS630082923,Jamestowne CLF,ADULT SMALL GROUP HOME (CAPACITY 1-6),"24243 Jamestown ",Novi,OAKLAND,(734) 408-0112,48375,6
AM790405945,Jamie's House,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"1771 Luder Rd ",Caro,TUSCOLA,(989) 673-2500,48723,12
AS730405538,Janai's Home LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3226 Lapeer Ave ",Saginaw,SAGINAW,(989) 355-1945,48601,6
AS790306681,Janet's Villa,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1572 Van Geisen Rd. ",Caro,TUSCOLA,(989) 672-7668,48723,6
AF440003546,Janie Smith Afc,ADULT FAMILY HOME (CAPACITY 1-6),"170 Larson Road ",Attica,LAPEER,(810) 724-6773,48412,6
AF540281082,Jayne's House,ADULT FAMILY HOME (CAPACITY 1-6),"831 Rose Street ",Big Rapids,MECOSTA,(231) 796-4512,49307,6
AS410410544,JC Adult Home LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1814 Towner ",Grand Rapids,KENT,(616) 337-7074,49507,6
AS130418635,JD Cares LLC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"452 W. Jackson Street ",Battle Creek,CALHOUN,(269) 267-9739,49037,6
AS090242597,Jean Road AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4443 Jean Street ",Bay City,BAY,(989) 684-3270,48706,6
AF500393585,Jean's Adult Foster Care,ADULT FAMILY HOME (CAPACITY 1-6),"35651 Shangri La ",Clinton Township,MACOMB,(586) 770-7975,48035,5
AS090238876,Jefferson House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1700 S Jefferson ",Bay City,BAY,(989) 895-3809,48708,6
AS090256087,Jefferson North,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1611 S. Jefferson ",Bay City,BAY,(989) 892-4361,48708,6
AS560311053,Jefferson St. AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2720 Jefferson Ave. ",Midland,MIDLAND,(989) 486-8333,48640,4
AM060007747,Jenkins Foster Care Home,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"1461 Sheldon Street ",Alger,ARENAC,(989) 836-2504,48610,12
AS250390098,Jennings Group Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"8365 S. Jennings Rd. ",Swartz Creek,GENESEE,(810) 635-4407,48473,6
AS710386919,Jen's AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"207 Larke Ave ",Rogers City,PRESQUE ISLE,(989) 474-9028,49779,5
AS500413889,Jerome,ADULT SMALL GROUP HOME (CAPACITY 1-6),"37734 Jerome Dr. ",Sterling Hgts,MACOMB,(734) 408-0112,48312,5
AS630418469,Jerome,ADULT SMALL GROUP HOME (CAPACITY 1-6),"24330 Jerome St ",Oak Park,OAKLAND,(248) 546-5611,48237,4
AS810405903,Jerry and Alice D'Adamo House,ADULT SMALL GROUP HOME (CAPACITY 1-6),Suite 20 16195 Old US 12,Chelsea,WASHTENAW,(734) 475-8430,48118,6
AS410269763,Jerry's Dream #2,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1124 W Leonard Court NW ",Walker,KENT,(616) 318-0082,49534-6835,6
AS410269764,Jerry's Dreams #3,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1126 W. Leonard Court, NW ",Walker,KENT,(616) 293-7198,49534-6835,6
AF110419351,Jessie's Place,ADULT FAMILY HOME (CAPACITY 1-6),"196 John McCoy Drive ",Benton Harbor,BERRIEN,(269) 369-2594,49022,3
AS500392419,Jewell Pointe,ADULT SMALL GROUP HOME (CAPACITY 1-6),"11517 27 Mile Road ",Washington,MACOMB,(734) 408-0112,48094,6
AS500012027,Jewell Road,ADULT SMALL GROUP HOME (CAPACITY 1-6),"58093 Jewell Road ",Washington,MACOMB,(586) 246-1378,48094,6
AL250304175,JJS AFC LLC,ADULT LARGE GROUP HOME (CAPACITY 13-20),"3017 Fenton ",Flint,GENESEE,(810) 820-3737,48507,20
AF130369560,JoAnne Foster Care,ADULT FAMILY HOME (CAPACITY 1-6),"7 Tony Tiger TRL ",Springfield,CALHOUN,(269) 419-3972,49037,5
AF810412280,Jodes Foster Family Home,ADULT FAMILY HOME (CAPACITY 1-6),"3242 Golfside Rd ",Ypsilanti,WASHTENAW,(734) 709-3784,48197,5
AH380236826,John George Home,HOMES FOR THE AGED,"1501 E Ganson Street ",Jackson,JACKSON,(517) 783-4134,49202,46
AM310070429,John R Rice Home,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"12940 E. Ballfield Road ",Atlantic Mine,HOUGHTON,(906) 482-7565,49905,10
AF790014734,Johnson AFC Home,ADULT FAMILY HOME (CAPACITY 1-6),"4791 Lamton Road ",Cass City,TUSCOLA,(989) 872-3054,48726,6
AM590085545,Johnson's AFC Home,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"108 W. Gibson Drive ",Greenville,MONTCALM,(616) 225-1240,48838,12
AS630092664,Joliat Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3655 S. Commerce ",Commerce,OAKLAND,(248) 350-2203,48390,6
AS110418259,Jollys Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4739 Kimber Lane ",Berrien Springs,BERRIEN,(269) 815-5535,49103,6
AS110391033,Jolly's Embrace,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4885 Kimber Lane ",Berrien Springs,BERRIEN,(269) 815-5232,49103,6
AF110290212,Jolly's Home,ADULT FAMILY HOME (CAPACITY 1-6),"4886 Kimber Lane ",Berrien Springs,BERRIEN,(269) 471-1983,49103,6
AS030318209,Jones Circle,ADULT SMALL GROUP HOME (CAPACITY 1-6),"205 Thomas St. ",Allegan,ALLEGAN,(269) 355-1377,49010,6
AS200263280,Jones Lake AFC Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3464  Jones Lake Road ",Grayling,CRAWFORD,(989) 348-2461,49738,6
AF480003900,Jo's Foster Care Home,ADULT FAMILY HOME (CAPACITY 1-6),"3589 County Road 447 ",Newberry,LUCE,(906) 293-3907,49868,6
AF110415448,Josephine AFC Home,ADULT FAMILY HOME (CAPACITY 1-6),"8887 Meadow Lane ",Berrien Springs,BERRIEN,(269) 815-5030,49103,5
AS610089224,Joseph's House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"866 Forest Park Road ",Muskegon,MUSKEGON,(231) 780-9084,49441-4631,6
AF740372374,Joslyn Home,ADULT FAMILY HOME (CAPACITY 1-6),"1271 New Jersey ",Marysville,ST. CLAIR,(810) 357-5492,48040,6
AL280095116,"Joy Givers, Inc.",ADULT LARGE GROUP HOME (CAPACITY 13-20),"7438 N Long Lake Road ",Traverse City,GRAND TRAVERSE,(231) 922-5974,49684,20
AS330419105,Joyful Abode AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4982 Wilcox Rd. ",Holt,INGHAM,(517) 906-6959,48842,6
AS800362293,Joyful Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"328 Edgell Street ",South Haven,VAN BUREN,(269) 637-4823,49090,6
AS630412417,Joyful Living Home Care,ADULT SMALL GROUP HOME (CAPACITY 1-6),"23045 Canfield Ave. ",Farmington Hills,OAKLAND,(313) 409-9233,48336,4
AS820338755,Joyner Home I,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5522 Webb St ",Detroit,WAYNE,(313) 397-1104,48204,6
AS820290866,Joyner Home II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"7429 East Robinwood Stree ",Detroit,WAYNE,(313) 891-6897,48234,4
AF250411113,Joyous Home AFC,ADULT FAMILY HOME (CAPACITY 1-6),"2231 Douglas Joel Drive ",Flint,GENESEE,(810) 341-2050,48505,3
AS810078995,Judd Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1035 Judd Road ",Saline,WASHTENAW,(248) 641-7200,48176,6
AS500405494,Judges Court,ADULT SMALL GROUP HOME (CAPACITY 1-6),"74957 Judges Court ",Romeo,MACOMB,(586) 752-5288,48065,6
AF760249426,Juhl Rd AFC,ADULT FAMILY HOME (CAPACITY 1-6),"1321 Juhl Road ",Marlette,SANILAC,(810) 650-3051,48453,6
AS500378403,Junction,ADULT SMALL GROUP HOME (CAPACITY 1-6),"50494 Ruedisale ",New Baltimore,MACOMB,(586) 716-8570,48047,6
AS110295955,Juniper Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"612 VanAtter Ct. ",Watervliet,BERRIEN,(269) 463-3552,49098,6
AS330418444,Just AFC Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1416 N MLK Blvd ",Lansing,INGHAM,(517) 402-1891,48915,6
AS820013513,Justice AFC Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"8532 Vanderbilt ",Detroit,WAYNE,(313) 842-5208,48209,6
AS820013555,Justice Home II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"14129 Hamilton ",Highland Park,WAYNE,(313) 883-1011,48203,6
AF520338326,Jylha Home,ADULT FAMILY HOME (CAPACITY 1-6),"225 CR 480 ",Negaunee,MARQUETTE,(906) 401-0030,49866,2
AF730366616,K & K Adult Foster Care Services,ADULT FAMILY HOME (CAPACITY 1-6),"2202 Burt Street ",Saginaw,SAGINAW,(989) 401-6897,48601,4
AS820270933,K & K Assistant Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"12052 Indiana ",Detroit,WAYNE,(313) 231-3605,48204,6
AS820270902,K & K Assisted Living,ADULT SMALL GROUP HOME (CAPACITY 1-6),"12060 Indiana ",Detroit,WAYNE,(313) 231-3605,48204,5
AS820343350,K & K Assisted Living 3,ADULT SMALL GROUP HOME (CAPACITY 1-6),"16100 Sunderland ",Detroit,WAYNE,(313) 231-3605,48219,6
AS820343351,K & K Assisted Living 4,ADULT SMALL GROUP HOME (CAPACITY 1-6),"16114 Sunderland ",Detroit,WAYNE,(313) 231-3605,48219,6
AS090314318,K & K Quality Care II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"351 Bay Mid Line ",Midland,BAY,(989) 835-9412,48642,6
AS230407232,"K & L Assisted Home Care, LLC",ADULT SMALL GROUP HOME (CAPACITY 1-6),"224 Woodhaven Drive ",Lansing,EATON,(517) 657-3663,48917,4
AM090071937,K and K Quality Care,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"351 Bay Mid Line Road ",Midland,BAY,(989) 835-9412,48642,12
AS820263011,K D & B AFC Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"12026 W. Outer Drive ",Detroit,WAYNE,(313) 532-1312,48223,6
AS410419168,Kalamazoo Ave AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4122 Kalamazoo Ave ",Grand Rapids,KENT,(616) 466-5242,49508,6
AF500079504,Kalbs AFC Home II,ADULT FAMILY HOME (CAPACITY 1-6),"38112 East Bonkay ",Clinton Township,MACOMB,(586) 465-7638,48036,6
AH400295173,Kalkaska Memorial Assisted Living,HOMES FOR THE AGED,"509 S. Orange Street ",Kalkaska,KALKASKA,(231) 258-3033,49646,40
AS330294969,Kalkidan AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4464 Hickorywood Dr. ",Okemos,INGHAM,(517) 347-6982,48864,6
AM330405074,Kalkidan AFC 2,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"5340 Park Lake Road ",East Lansing,INGHAM,(517) 402-6191,48823,10
AS330367324,Kalkidan AFC 3,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2121 Hopkins Avenue ",Lansing,INGHAM,(517) 402-6191,48912,6
AS330418325,Kalkidan AFC 4,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5350 Park Lake Rd ",East Lansing,INGHAM,(517) 908-3333,48823,5
AL130006927,Kambly Living Center East,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1003 North Avenue ",Battle Creek,CALHOUN,(269) 965-5539,49017,15
AL130076986,Kambly Living Center West,ADULT LARGE GROUP HOME (CAPACITY 13-20),"1003 North Avenue ",Battle Creek,CALHOUN,(269) 965-5539,49017,15
AM820009937,Kamman AFC Home,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"36108 Ford Road ",Westland,WAYNE,(734) 595-7023,48185,11
AF390003041,Kane Homestead,ADULT FAMILY HOME (CAPACITY 1-6),"122 N. Robinson ",Schoolcraft,KALAMAZOO,(269) 679-4856,49087,6
AS730012944,Karens AFC Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"10015 E. Washington ",Reese,SAGINAW,(989) 753-1368,48757-0147,6
AS820016275,Karen's Helping Hands,ADULT SMALL GROUP HOME (CAPACITY 1-6),"4425 High Street ",Ecorse,WAYNE,(313) 388-2466,48229,6
AS820250220,Karen's Helping Hands Two,ADULT SMALL GROUP HOME (CAPACITY 1-6),"20686 Coachwood ",Riverview,WAYNE,(734) 479-0376,48192,6
AF500382058,Karen's Kare House,ADULT FAMILY HOME (CAPACITY 1-6),"36611 Paddock Dr. ",Clinton Township,MACOMB,(586) 303-5225,48035,5
AL320297229,Karen's Place,ADULT LARGE GROUP HOME (CAPACITY 13-20),"325 State St. ",Harbor Beach,HURON,(989) 479-3465,48441,13
AS090016193,Kasemeyer,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5181 Kasemeyer ",Bay City,BAY,(989) 667-0470,48706,6
AF110304834,Kathy AFC Home,ADULT FAMILY HOME (CAPACITY 1-6),"1622 Lake Street ",Niles,BERRIEN,(269) 684-5834,49120,6
AF410380487,Katie's Home For Seniors,ADULT FAMILY HOME (CAPACITY 1-6),"4047 56th Street ",Wyoming,KENT,(616) 334-2005,49418,6
AF380405514,Katie's Place,ADULT FAMILY HOME (CAPACITY 1-6),"3144 Robinson Rd ",Jackson,JACKSON,(517) 990-9582,49203,6
AS800384554,Katy Haus,ADULT SMALL GROUP HOME (CAPACITY 1-6),"209 Park Road ",Bangor,VAN BUREN,(269) 214-8350,49013,6
AS630016142,Katzman,ADULT SMALL GROUP HOME (CAPACITY 1-6),"5425 Pond Bluff Drive ",West Bloomfield,OAKLAND,(248) 940-2617,48323,6
AH030413477,Kauhale Otsego,HOMES FOR THE AGED,"700 Eley Street ",Otsego,ALLEGAN,(269) 694-1621,49078,56
AS810409202,Kay & Russ House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1655 Hayes Rd. ",Chelsea,WASHTENAW,(734) 475-8430,48118,5
AS410419347,KAYS HOUSE,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2418 HORTON AVE SE ",GRAND RAPIDS,KENT,(616) 375-6868,49507,6
AF340416892,Kazi Adult Foster Care Home,ADULT FAMILY HOME (CAPACITY 1-6),"5251 Marvie Dr ",Saranac,IONIA,(616) 287-0183,48881,4
AS820281136,Kean Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"26645 Kean Street ",Inkster,WAYNE,(313) 633-9153,48141,6
AS250419065,Keith Specialized Residential,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3088 KEITH ",Flint,GENESEE,(810) 337-9638,48507,6
AS330418462,Kekelis AFC Home At Fairfax,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2511 Fairfax Rd ",Lansing,INGHAM,(517) 980-1925,48910,6
AS330307294,Kekelis AFC Home II,ADULT SMALL GROUP HOME (CAPACITY 1-6),"2940 Quincy Ln. ",Lansing,INGHAM,(517) 993-6776,48910,5
AS330264845,Kekeli's Foster Care Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"731 Louisa Street ",Lansing,INGHAM,(517) 887-9869,48911,6
AL630007341,Kelly Community Center,ADULT LARGE GROUP HOME (CAPACITY 13-20),"5130 Rose Hill Boulevard ",Holly,OAKLAND,(248) 634-5530,48442,20
AS500243286,Kelly Rd. AFC Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),Suite # 400 35932 Kelly Road,Clinton Township,MACOMB,(586) 790-8110,48035,6
AM140086413,Kellys Hillside Manor Assisted Living,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"23977 Morton Street ",Dowagiac,CASS,(269) 782-6365,49047,9
AF610275850,Kelly's Kare AFC,ADULT FAMILY HOME (CAPACITY 1-6),"7888 Whitehall Road ",Whitehall,MUSKEGON,(231) 893-3626,49461,6
AS230010627,Kemler Road Home,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3138 Kemler Road ",Eaton Rapids,EATON,(517) 663-2556,48827,6
AS410416497,Kendall East,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1740 Kendall St. SE ",Grand Rapids,KENT,(616) 455-0960,49508,6
AS410415722,Kendall West,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1712 Kendall St. SE ",Grand Rapids,KENT,(616) 455-0960,49508,6
AS160396035,Kennedy Farms,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1031 Woiderski Rd ",Cheboygan,CHEBOYGAN,(231) 445-7059,49721,6
AS160419004,Kennedy Haven,ADULT SMALL GROUP HOME (CAPACITY 1-6),"521 Stempky Street ",Cheboygan,CHEBOYGAN,(701) 641-6472,49721,6
AS280285261,Kennedy House,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1623 High Street ",Traverse City,GRAND TRAVERSE,(231) 884-4916,49684,6
AS280310677,Kennedy House West,ADULT SMALL GROUP HOME (CAPACITY 1-6),"3882 Zimmerman Road ",Traverse City,GRAND TRAVERSE,(231) 933-7118,49685,6
AS160385797,Kennedy Manor,ADULT SMALL GROUP HOME (CAPACITY 1-6),"8716 South River Rd. ",Cheboygan,CHEBOYGAN,(231) 625-0859,49721,6
AS250419847,Kenneth,ADULT SMALL GROUP HOME (CAPACITY 1-6),"1426 Kenneth St ",Burton,GENESEE,(810) 877-6932,48529,6
AM410409791,Kentwood Cottage,ADULT MEDIUM GROUP HOME (CAPACITY 7-12),"4345 36th St. SE ",Kentwood,KENT,(517) 393-5203,49512,10
AS820279800,Kenyata's AFC,ADULT SMALL GROUP HOME (CAPACITY 1-6),"8136 Sirron ",Detroit,WAYNE,(313) 475-9947,48234,6
AS820413531,KENYI 1,ADULT SMALL GROUP HOME (CAPACITY 1-6),"44744 Geddes Road ",Canton,WAYNE,(248) 722-5004,48188,6
AS130397946,Kerak,ADULT SMALL GROUP HOME (CAPACITY 1-6),"14077 Stone Jug Rd. ",Battle Creek,CALHOUN,(931) 217-7606,49015,6
