OBJECTID,Name of Facility,Location Street,Location City,Location State,ZIP Code,Facility #,Admin Name & Phone,Facility Email,Fac. Cont. Email,License / Expiration,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Alzheimer Unit,Alzheimer Care,Number of Licensed Beds,x,y
14539,SUNFOWER SPRINGS OF LAKE WYLIE,267 LATITUDE LN,LAKE WYLIE,SC,29710,803-971-4767,"MELTON, CATHERINE NICOLE PH#: 803-770-5540",ADMINISTRATION@SRIMGT.COM,,CRC-2231 / 02/28/2026,York / Limited Liability,,,,,SUNFOWER SPRINGS OF LAKE WYLIE LLC,N,N,101,492815.262,3886334.849
14552,GENTLE HANDS WITH LOVING HEARTS,704 ANDERSON ST,CALHOUN FALLS,SC,29628-1034,864-418-9277,"MURPHY, LAVERNE PH#: 803-353-2736",LAVERNE751@GMAIL.COM,LAVERNE.MURPHY@SCDMH.ORG,CRC-2375 / 09/30/2026,Abbeville / Limited Liability,,,,,GENTLE HANDS WITH LOVING HEARTS LLC,N,N,16,353199.873,3774279.249
14629,SILVER TREASURES AT GREENWOOD,116 ABBEY DR,GREENWOOD,SC,29649-8536,864-993-7086,"PRITCHETT, NATASHA PH#: 864-993-7086",ADMINSTGREENWOOD@LIFESTYLES4SENIORS.COM,,CRC-2386 / 02/28/2026,Greenwood / Limited Liability,,,,,PALMETTO CROWN SENIOR CARE LLC,N,N,23,389274.407,3784883.28
14630,SILVER TREASURES AT GREER,309 NORTHVIEW DR,GREER,SC,29651-1340,864-849-1965,"PRITCHETT, NATOSHA J. PH#: 864-848-1935",ADMINSTGREER@LIFESTYLES4SENIORS.COMIN,GREER@THEBAYBERRYINN.COM,CRC-2387 / 02/28/2026,Greenville / Limited Liability,,,,,PINE VIEW SENIOR CARE LLC,N,N,23,388193.022,3868371.17
14636,COLONIAL GARDENS ALZHEIMER'S SPECIAL CARE CENTER,3565 SUNSET BLVD,WEST COLUMBIA,SC,29169-3043,803-796-2556,"PIERCE, ROBERT M. PH#: 803-796-2556",JLITT@MONTICELLOAM.COM,,CRC-2372 / 03/31/2026,Lexington / Limited Liability,,,,,WEST COLUMBIA MC LLC,N,N,66,487732.509,3763004.143
14674,VIVA SENIOR LIVING AT GAFFNEY,101 PARK CT,GAFFNEY,SC,29341,864-206-0006,"HENSON, KIMBERLY PH#: 864-206-0006",KIMBERLY.HENSON@VIVASL.COM,,CRC-2330 / 01/31/2026,Cherokee / Limited Liability,,,,,GAFFNEY AL OPCO LLC,Y,Y,90,440074.04,3883444.127
14677,KAUHALE PETTIGRU,12 BOYCE AVE,GREENVILLE,SC,29601,864-250-1188,"MINSHALL, SHANNON PH#: 864-250-1188",SMINSHALL@KAUHALEHEALTH.COM,,CRC-2360 / 06/30/2026,Greenville / Limited Liability,,,,,KAUHALE GREENVILLE LLC,Y,Y,115,373234.286,3857291.611
14678,ARTISAN MOUNT PLEASANT,601 SOLANA WAY,MOUNT PLEASANT,SC,29464,843-800-2323,"SINGLETARY, JESSICA PH#: 843-800-2323",KWILKINSON@SRG-LLC.COM,,CRC-2381 / 12/31/2026,Charleston / Limited Liability,,,,,SRG PLEASANT MGMT LLC,N,N,112,606336.94,3633971.049
14755,ARBOR LANDING AT SURFSIDE,3105 DICK POND RD,MYRTLE BEACH,SC,29588,843-492-7387,"WILLIAMS, ANITA PH#: 843-240-8254",MMAREADY@RIDGECARE.COM,,CRC-2279 / 05/31/2026,Horry / Limited Liability,,,,,ARBOR LANDINGS AT SURFSIDE LLC,Y,Y,40,686321.075,3725723.586
14756,WILLOWS OF EASLEY,105 WILLOW PL,EASLEY,SC,29640-1385,864-855-9800,"SPEARMAN, LAURA G. PH#: 864-855-9800",LGS@THEWILLOWSOFEASLEY.COM,LGS@THEWILLOWSOFEASLEY.COM,CRC-2379 / 10/31/2026,Pickens / Limited Liability,,,,,VOP WILLOWS EASLEY LLC,Y,Y,50,353173.621,3857370.939
14757,COOPER RIVER ASSISTED LIVING,1047 ANNA KNAPP BLVD,MOUNT PLEASANT,SC,29464-3133,843-884-7977,"GREENE, KIMBERLY PH#: 843-884-7977",KIMBERLY.GREENE@COOPERRIVERAL.COM,,CRC-2391 / 04/30/2026,Charleston / Limited Liability,,,,,MT PLEASANT COMMUNITY HEALTHCARE LLC,N,N,64,606377.889,3630753.535
14771,MYERS RESIDENTIAL CARE FACILITY,365 CALDON RD,SWANSEA,SC,29160-9541,803-568-3582,"MYERS, MARY L. PH#: 803-568-3582",MYERSRCF@PBTCOMM.NET,MYERSRCF@PBTCOMM.NET,CRC-2392 / 01/31/2026,Calhoun / Sole Proprietorship,,,,,MARY MYERS,N,N,5,496449.29,3729509.17
14772,MYERS RESIDENTIAL CARE FACILITY II,365 CALDON RD,SWANSEA,SC,29160-9541,803-568-3582,"MYERS, MARY L. PH#: 803-568-3582",MYERSRCF@PBTCOMM.NET,MYERSRCF@PBTCOMM.NET,CRC-2393 / 01/31/2026,Calhoun / Sole Proprietorship,,,,,MARY MYERS,N,N,7,496449.29,3729509.17
14788,LONG'S RESIDENTIAL CARE CENTER,5760 DENNY HWY,SALUDA,SC,29138-8972,864-445-7901,"LONG, MARY J. PH#: 864-445-7901",LONGSRESCARE@YAHOO.COM,LONGSRESCARE@YAHOO.COM,CRC-0592 / 05/31/2026,Saluda / Corporation,1280 DENNY HWY,SALUDA,SC,29138-8972,LONG'S RESIDENTIAL CARE CENTER INC,N,Y,32,429549.732,3763939.983
14789,GABLES ON PELHAM ASSISTED LIVING AND MEMORY CARE,1306 PELHAM RD,GREENVILLE,SC,29615-3600,864-286-6600,"PRICE, MEGHAM PH#: 864-266-6600",MEGHAN.PRICE@WELL-MORE.COM,,CRC-2398 / 05/31/2026,Greenville / Limited Liability,,,,,GABLES ON PELHAM RETIREMENT LLC,Y,N,119,380464.197,3857799.006
14816,HILLTOP OF GREENVILLE MEMORY CARE,352 PELHAM RD,GREENVILLE,SC,29615-3110,864-558-0383,"SMITH, MARISA PH#: 864-310-5849",JOEJASMON@AHMG365.COM,,CRC-2341 / 10/31/2025,Greenville / Limited Liability,,,,,WC GREENVILLE MEMORY CARE LLC,N,Y,54,377506.817,3858421.149
14817,ADDISON OF WEST ASHLEY-SENIOR LIVING IN CHARLESTON SC,1445 BLUEWATER WAY,CHARLESTON,SC,29414,843-576-9667,"HAGER, STEPHANIE PH#: 843-576-9667",STEPHANIE.HAGER@SONIDALIVING.COM,,CRC-2374 / 10/31/2026,Charleston / Limited Liability,,,,,SONIDA CHARLESTON LLC,Y,Y,98,584327.679,3630841.025
14821,ADDISON OF BLUFFTON-SENIOR LIVING IN BLUFFTON SC,8 HAMPTON LAKE DR,BLUFFTON,SC,29910-9568,843-757-3111,"COOLEY, LARINDA PH#: 843-757-3111",LCOOLEY@SONIDALIVING.COM,LCOOLEY@CAPITALSENIORLIVING.NET,CRC-2389 / 10/31/2026,Beaufort / Limited Liability,,,,,SONIDA BLUFFTON LLC,N,N,104,506132.075,3569940.908
14822,ADDISON OF FLORENCE-SENIOR LIVING IN FLORENCE SC,1370 CELEBRATION BLVD,FLORENCE,SC,29501,854-400-6662,"SCOTT, SHERRI R. PH#: 854-400-6644",SSCOTT@SONIDALIVING.COM,,CRC-2390 / 10/30/2026,Florence / Limited Liability,,,,,SONIDA FLORENCE LLC,N,N,93,608077.405,3781445.973
14825,STRATFORD PLACE GOOSE CREEK - ASSISTED LIVING,97 BRIDGETOWN RD,GOOSE CREEK,SC,29445,843-300-1951,"DOUGLAS, DEREK PH#: 843-300-1951",DEREKDOUGLASOT@GMAIL.COM,,CRC-2399 / 05/31/2026,Berkeley / Limited Liability,,,,,STRATFORD PLACE AL LLC,N,N,34,588768.008,3652634.3
14826,STRATFORD PLACE OF GOOSE CREEK MEMORY CARE,95 BRIDGETOWN RD,GOOSE CREEK,SC,29445,843-300-1951,"DOUGLAS, DEREK PH#: 843-300-1951",DEREKDOUGLASOT@GMAIL.COM,,CRC-2400 / 05/31/2026,Berkeley / Limited Liability,,,,,STRATFORD PLACE MC LLC,N,N,34,588819.222,3652671.517
14861,LAKE WYLIE ASSISTED LIVING COMMUNITY,4877 CHARLOTTE HWY,CLOVER,SC,29710,803-805-8039,"KIMBALL, THOMAS PH#: 803-548-3825",JKIMBALL@HMPSS.COM,,CRC-2401 / 04/30/2026,York / Limited Liability,,,,,HMP SENIOR SOLUTIONS LAKE WYLIE LLC,Y,N,110,493561.89,3885767.773
14908,INVERNESS OF SPARTANBURG,2720 COUNTRY CLUB RD,SPARTANBURG,SC,29303,864-591-1116,"METCALF, TINA H. PH#: 864-591-1116",TINA.METCALF@INVERNESSOFSPARTANBURG.COM,,CRC-2397 / 11/30/2026,Spartanburg / Limited Liability,,,,,INVERNESS OF SPARTANBURG LLC,N,N,100,418261.979,3865837.684
14910,HARMONY CARE SERVICES,351 S MIDWAY HWY,JOHNSONVILLE,SC,29555,843-380-0777,"SINGLETARY, MARY JANE PH#: 843-661-6655",MARYJANE.SINGLETARY@HOTMAIL.COM,CARRIAGEFLORENCE@GMAIL.COM,CRC-2388 / 12/31/2025,Florence / ,,,,,HARMONY CARE SERVICES LLC,N,N,29,641405.763,3741933.244
14955,MAY RIVER LANDING,60 OAK FOREST RD,BLUFFTON,SC,29910-5010,843-548-2500,"WILLIAMS, TERRY SHAWN PH#: 843-884-6949",ED@MAYRIVERLANDING.COM,,CRC-2403 / 06/30/2026,Beaufort / Limited Liability,,,,,SWC BLUFFTON OPCO LLC,Y,Y,68,513498.121,3570409.034
14957,SPRINGTREE MANOR,251 SPRINGTREE DR,COLUMBIA,SC,29223-7989,803-741-2600,"ASH, LISA K. PH#: 803-741-2600",NELSON.ROBAINA@MAINSTAYSENIORLIVING.COM,,CRC-2405 / 09/30/2026,Richland / Limited Liability,,,,,SPRINGTREE MANOR LLC,N,Y,52,503573.231,3770669.543
14989,SHEPHERDS CARE CENTER,2100 N PLEASANTBURG DR,GREENVILLE,SC,29609-3156,864-322-6212,"THOMPSON, ERIC M. PH#: 864-322-6212",LAUREN@RESTORATIONSL.COM,ETHOMPSO@SHEPHERDSCARECENTER.COM,CRC-2378 / 03/31/2026,Greenville / Limited Liability,,,,,RSLRE OF GREENVILLE LLC,Y,Y,90,374548.425,3861612.536
14990,BAYSHORE ON HILTON HEAD ISLAND,421 SQUIRE POPE RD,HILTON HEAD ISLAND,SC,29926,843-342-2222,"MCKEE, RODNEY PH#: 843-342-2222",JMRAMSEY@SENTIOINVESTMENTS.COM,MCKEERODNEY@LCSNET.COM,CRC-2404 / 08/31/2026,Beaufort / Limited Liability,,,,,BS HILTON HEAD OPCO LLC,N,N,147,523922.776,3566672.761
15011,A PLACE TO CALL HOME OF BISHOPVILLE,311 N HEYWARD ST,BISHOPVILLE,SC,29010,803-669-4507, PH#: ,INFO@APLACETOCALLHOMEOFBISHOPVILLE.COM,,CRC-2280 / 09/30/2026,Lee / Limited Liability,,,,,A PLACE TO CALL HOME OF BISHOPVILLE LLC,N,N,8,569247.449,3787078.378
15030,RESIDENCES AT GREENWOOD LLC,116 ENTERPRISE CT,GREENWOOD,SC,29649-1666,803-957-0500,"HICKS, KYLE PH#: 803-957-0500",KHICKS@MSAHEALTHCARE.COM,,CRC-2413 / 09/30/2026,Greenwood / Corporation,,,,,AMERICAN SENIOR LIVING COMMUNITIES GREENWOOD INC,N,N,49,392788.011,3786629.054
15031,RESIDENCES AT SENECA LLC,15855 WELLS HWY,SENECA,SC,29678,803-957-0500,"HICKS, KYLE PH#: 803-957-0500",KHICKS@MSAHEALTHCARE.COM,,CRC-2414 / 09/30/2026,Oconee / Corporation,,,,,AMERICAN SENIOR LIVING COMMUNITIES SENECA INC,N,N,59,317648.534,3839688.858
15043,BROOKDALE COLUMBIA,251 SPRINGTREE DR,COLUMBIA,SC,29223-7989,803-741-2600,"SCHICK, TIM PH#: 803-732-0300",TSCHICK@BROOKDALE.COM,TSCHICK@BROOKDALE.COM,CRC-1310 / 12/31/2025,Richland / Corporation,251 SPRINGTREE DR,COLUMBIA,SC,29223-7989,BROOKDALE SENIOR LIVING COMMUNITIES INC,N,Y,52,503573.231,3770669.543
15085,HARBISON SHORES,990 COLUMBIA AVE,IRMO,SC,29063-2854,803-768-4743,"FERRERE, GLENN PH#: 803-768-4743",GLENN.FERRERE@HARBISONSHORES.COM,,CRC-2412 / 10/31/2026,Lexington / Limited Liability,,,,,ALF PROJECT HB LLC,Y,Y,79,484028.688,3771839.347
15098,REVELA AT DANIEL ISLAND,320 SEVEN FARMS DR,CHARLESTON,SC,29492,843-417-9224,"REGER, CONSTANCE PH#: 843-984-9050",CREGER@REVELADANIELIS.COM,CREGER@REVELADANIELIS.COM,CRC-2407 / 10/31/2026,Charleston / Limited Liability,,,,,REVELA AT DANIEL ISLAND LLC,N,N,76,601603.75,3636099.618
